"NU_CUSTOMER";"BANDEIRA";"RELATORIO"
1072172973;"1072172973-CRED";"DOMICILIO BANCARIO"
1072172973;"1072172973-DINE";"DOMICILIO BANCARIO"
1072172973;"1072172973-SORO";"DOMICILIO BANCARIO"
1072315723;"1072315723-BANE";"DOMICILIO BANCARIO"
1072315723;"1072315723-CABA";"DOMICILIO BANCARIO"
1072315723;"1072315723-CRED";"DOMICILIO BANCARIO"
1072315723;"1072315723-DINE";"DOMICILIO BANCARIO"
1072315723;"1072315723-SORO";"DOMICILIO BANCARIO"
1072338278;"1072338278-BANE";"DOMICILIO BANCARIO"
1072338278;"1072338278-CABA";"DOMICILIO BANCARIO"
1072338278;"1072338278-CRED";"DOMICILIO BANCARIO"
1072338278;"1072338278-SORO";"DOMICILIO BANCARIO"
1072356624;"1072356624-CRED";"DOMICILIO BANCARIO"
1072408047;"1072408047-DINE";"DOMICILIO BANCARIO"
1072408047;"1072408047-MAST";"DOMICILIO BANCARIO"
1072408047;"1072408047-VISA";"DOMICILIO BANCARIO"
1072444264;"1072444264-BANE";"DOMICILIO BANCARIO"
1072444264;"1072444264-CABA";"DOMICILIO BANCARIO"
1072444264;"1072444264-CRED";"DOMICILIO BANCARIO"
1072444264;"1072444264-DINE";"DOMICILIO BANCARIO"
1072444264;"1072444264-SORO";"DOMICILIO BANCARIO"
1072468708;"1072468708-BANE";"DOMICILIO BANCARIO"
1072468708;"1072468708-CABA";"DOMICILIO BANCARIO"
1072468708;"1072468708-CRED";"DOMICILIO BANCARIO"
1072468708;"1072468708-SORO";"DOMICILIO BANCARIO"
1072529286;"1072529286-BANE";"DOMICILIO BANCARIO"
1072529286;"1072529286-CABA";"DOMICILIO BANCARIO"
1072529286;"1072529286-CRED";"DOMICILIO BANCARIO"
1072529286;"1072529286-SORO";"DOMICILIO BANCARIO"
1072546970;"1072546970-SORO";"DOMICILIO BANCARIO"
1072605217;"1072605217-DINE";"DOMICILIO BANCARIO"
1072988736;"1072988736-SORO";"DOMICILIO BANCARIO"
1073056551;"1073056551-BANE";"DOMICILIO BANCARIO"
1073056551;"1073056551-CABA";"DOMICILIO BANCARIO"
1073056551;"1073056551-CRED";"DOMICILIO BANCARIO"
1073056551;"1073056551-SORO";"DOMICILIO BANCARIO"
1073269059;"1073269059-BANE";"DOMICILIO BANCARIO"
1073269059;"1073269059-CABA";"DOMICILIO BANCARIO"
1073269059;"1073269059-CRED";"DOMICILIO BANCARIO"
1073269059;"1073269059-SORO";"DOMICILIO BANCARIO"
1073271517;"1073271517-BANE";"DOMICILIO BANCARIO"
1073271517;"1073271517-CABA";"DOMICILIO BANCARIO"
1073271517;"1073271517-CRED";"DOMICILIO BANCARIO"
1073271517;"1073271517-SORO";"DOMICILIO BANCARIO"
1073308607;"1073308607-MAST";"DOMICILIO BANCARIO"
1073308607;"1073308607-VISA";"DOMICILIO BANCARIO"
1073340608;"1073340608-CRED";"DOMICILIO BANCARIO"
1073404304;"1073404304-BANE";"DOMICILIO BANCARIO"
1073404304;"1073404304-CABA";"DOMICILIO BANCARIO"
1073404304;"1073404304-CRED";"DOMICILIO BANCARIO"
1073404304;"1073404304-SORO";"DOMICILIO BANCARIO"
1073767067;"1073767067-BANE";"DOMICILIO BANCARIO"
1073767067;"1073767067-CABA";"DOMICILIO BANCARIO"
1073824281;"1073824281-BANE";"DOMICILIO BANCARIO"
1073824281;"1073824281-CABA";"DOMICILIO BANCARIO"
1073824281;"1073824281-CRED";"DOMICILIO BANCARIO"
1073824281;"1073824281-SORO";"DOMICILIO BANCARIO"
1073869994;"1073869994-BANE";"DOMICILIO BANCARIO"
1073869994;"1073869994-CABA";"DOMICILIO BANCARIO"
1073869994;"1073869994-CRED";"DOMICILIO BANCARIO"
1073869994;"1073869994-SORO";"DOMICILIO BANCARIO"
1074065406;"1074065406-BANE";"DOMICILIO BANCARIO"
1074065406;"1074065406-CABA";"DOMICILIO BANCARIO"
1074065406;"1074065406-CRED";"DOMICILIO BANCARIO"
1074065406;"1074065406-SORO";"DOMICILIO BANCARIO"
1074228607;"1074228607-BANE";"DOMICILIO BANCARIO"
1074228607;"1074228607-CABA";"DOMICILIO BANCARIO"
1074449875;"1074449875-BANE";"DOMICILIO BANCARIO"
1074449875;"1074449875-CABA";"DOMICILIO BANCARIO"
1074449875;"1074449875-CRED";"DOMICILIO BANCARIO"
1074449875;"1074449875-SORO";"DOMICILIO BANCARIO"
1074466010;"1074466010-BANE";"DOMICILIO BANCARIO"
1074466010;"1074466010-CABA";"DOMICILIO BANCARIO"
1074466010;"1074466010-CRED";"DOMICILIO BANCARIO"
1074466010;"1074466010-SORO";"DOMICILIO BANCARIO"
1074712118;"1074712118-BANE";"DOMICILIO BANCARIO"
1074712118;"1074712118-CABA";"DOMICILIO BANCARIO"
1074712118;"1074712118-CRED";"DOMICILIO BANCARIO"
1074712118;"1074712118-SORO";"DOMICILIO BANCARIO"
1074950159;"1074950159-SORO";"DOMICILIO BANCARIO"
1075148240;"1075148240-DINE";"DOMICILIO BANCARIO"
1075223706;"1075223706-BANE";"DOMICILIO BANCARIO"
1075223706;"1075223706-CABA";"DOMICILIO BANCARIO"
1075223706;"1075223706-CRED";"DOMICILIO BANCARIO"
1075223706;"1075223706-SORO";"DOMICILIO BANCARIO"
1075857632;"1075857632-BANE";"DOMICILIO BANCARIO"
1075857632;"1075857632-CABA";"DOMICILIO BANCARIO"
1076231699;"1076231699-BANE";"DOMICILIO BANCARIO"
1076231699;"1076231699-CABA";"DOMICILIO BANCARIO"
1076431892;"1076431892-BANE";"DOMICILIO BANCARIO"
1076431892;"1076431892-CABA";"DOMICILIO BANCARIO"
1076431892;"1076431892-CRED";"DOMICILIO BANCARIO"
1076431892;"1076431892-DINE";"DOMICILIO BANCARIO"
1076431892;"1076431892-MAST";"DOMICILIO BANCARIO"
1076431892;"1076431892-SORO";"DOMICILIO BANCARIO"
1076431892;"1076431892-VISA";"DOMICILIO BANCARIO"
1076523410;"1076523410-BANE";"DOMICILIO BANCARIO"
1076523410;"1076523410-CABA";"DOMICILIO BANCARIO"
1076523410;"1076523410-SORO";"DOMICILIO BANCARIO"
1076694982;"1076694982-CRED";"DOMICILIO BANCARIO"
1076760241;"1076760241-BANE";"DOMICILIO BANCARIO"
1076939560;"1076939560-CRED";"DOMICILIO BANCARIO"
1077259007;"1077259007-CRED";"DOMICILIO BANCARIO"
1077288651;"1077288651-BANE";"DOMICILIO BANCARIO"
1077288651;"1077288651-CABA";"DOMICILIO BANCARIO"
1077288651;"1077288651-CRED";"DOMICILIO BANCARIO"
1077288651;"1077288651-SORO";"DOMICILIO BANCARIO"
1077565590;"1077565590-BANE";"DOMICILIO BANCARIO"
1077622993;"1077622993-BANE";"DOMICILIO BANCARIO"
1077622993;"1077622993-CABA";"DOMICILIO BANCARIO"
1077622993;"1077622993-CRED";"DOMICILIO BANCARIO"
1077622993;"1077622993-SORO";"DOMICILIO BANCARIO"
1077806873;"1077806873-CABA";"DOMICILIO BANCARIO"
1078132647;"1078132647-SORO";"DOMICILIO BANCARIO"
1078485892;"1078485892-DINE";"DOMICILIO BANCARIO"
1078618590;"1078618590-MAST";"DOMICILIO BANCARIO"
1078618590;"1078618590-VISA";"DOMICILIO BANCARIO"
1078678690;"1078678690-BANE";"DOMICILIO BANCARIO"
1078678690;"1078678690-CABA";"DOMICILIO BANCARIO"
1078678690;"1078678690-CRED";"DOMICILIO BANCARIO"
1078678690;"1078678690-DINE";"DOMICILIO BANCARIO"
1078678690;"1078678690-SORO";"DOMICILIO BANCARIO"
1078866071;"1078866071-BANE";"DOMICILIO BANCARIO"
1078866071;"1078866071-CABA";"DOMICILIO BANCARIO"
1078866071;"1078866071-CRED";"DOMICILIO BANCARIO"
1078866071;"1078866071-SORO";"DOMICILIO BANCARIO"
1078870303;"1078870303-BANE";"DOMICILIO BANCARIO"
1078870303;"1078870303-CABA";"DOMICILIO BANCARIO"
1078870303;"1078870303-CRED";"DOMICILIO BANCARIO"
1078870303;"1078870303-SORO";"DOMICILIO BANCARIO"
1079364207;"1079364207-DINE";"DOMICILIO BANCARIO"
1079508772;"1079508772-BANE";"DOMICILIO BANCARIO"
1079508772;"1079508772-CABA";"DOMICILIO BANCARIO"
1079508772;"1079508772-CRED";"DOMICILIO BANCARIO"
1079508772;"1079508772-SORO";"DOMICILIO BANCARIO"
1079583260;"1079583260-BANE";"DOMICILIO BANCARIO"
1079583260;"1079583260-CABA";"DOMICILIO BANCARIO"
1079583260;"1079583260-CRED";"DOMICILIO BANCARIO"
1079583260;"1079583260-SORO";"DOMICILIO BANCARIO"
1079852171;"1079852171-BANE";"DOMICILIO BANCARIO"
1079852171;"1079852171-CABA";"DOMICILIO BANCARIO"
1081407171;"1081407171-DINE";"DOMICILIO BANCARIO"
1081432443;"1081432443-BANE";"DOMICILIO BANCARIO"
1081432443;"1081432443-CABA";"DOMICILIO BANCARIO"
1081432443;"1081432443-CRED";"DOMICILIO BANCARIO"
1081432443;"1081432443-DINE";"DOMICILIO BANCARIO"
1081432443;"1081432443-MAST";"DOMICILIO BANCARIO"
1081432443;"1081432443-SORO";"DOMICILIO BANCARIO"
1081432443;"1081432443-VISA";"DOMICILIO BANCARIO"
1081923005;"1081923005-VISA";"DOMICILIO BANCARIO"
1081945475;"1081945475-CABA";"DOMICILIO BANCARIO"
1081945475;"1081945475-CRED";"DOMICILIO BANCARIO"
1081945475;"1081945475-DINE";"DOMICILIO BANCARIO"
1081945475;"1081945475-MAST";"DOMICILIO BANCARIO"
1081945475;"1081945475-SORO";"DOMICILIO BANCARIO"
1082608561;"1082608561-CRED";"DOMICILIO BANCARIO"
1083653307;"1083653307-BANE";"DOMICILIO BANCARIO"
1083653307;"1083653307-CABA";"DOMICILIO BANCARIO"
1083653307;"1083653307-CRED";"DOMICILIO BANCARIO"
1083653307;"1083653307-SORO";"DOMICILIO BANCARIO"
1084161343;"1084161343-BANE";"DOMICILIO BANCARIO"
1084161343;"1084161343-CABA";"DOMICILIO BANCARIO"
1084161343;"1084161343-CRED";"DOMICILIO BANCARIO"
1084161343;"1084161343-DINE";"DOMICILIO BANCARIO"
1084161343;"1084161343-SORO";"DOMICILIO BANCARIO"
1084279344;"1084279344-MAST";"DOMICILIO BANCARIO"
1084653750;"1084653750-BANE";"DOMICILIO BANCARIO"
1084653750;"1084653750-CABA";"DOMICILIO BANCARIO"
1084653750;"1084653750-CRED";"DOMICILIO BANCARIO"
1084653750;"1084653750-DINE";"DOMICILIO BANCARIO"
1084653750;"1084653750-SORO";"DOMICILIO BANCARIO"
1084810457;"1084810457-CABA";"DOMICILIO BANCARIO"
1084945808;"1084945808-BANE";"DOMICILIO BANCARIO"
1084945808;"1084945808-CABA";"DOMICILIO BANCARIO"
1084945808;"1084945808-DINE";"DOMICILIO BANCARIO"
1085263158;"1085263158-CABA";"DOMICILIO BANCARIO"
1085263158;"1085263158-DINE";"DOMICILIO BANCARIO"
1085263158;"1085263158-SORO";"DOMICILIO BANCARIO"
1085647290;"1085647290-MAST";"DOMICILIO BANCARIO"
1085647444;"1085647444-MAST";"DOMICILIO BANCARIO"
1086155898;"1086155898-BANE";"DOMICILIO BANCARIO"
1086155898;"1086155898-CABA";"DOMICILIO BANCARIO"
1086155898;"1086155898-CRED";"DOMICILIO BANCARIO"
1086155898;"1086155898-DINE";"DOMICILIO BANCARIO"
1086155898;"1086155898-SORO";"DOMICILIO BANCARIO"
1086288910;"1086288910-BANE";"DOMICILIO BANCARIO"
1086288910;"1086288910-CABA";"DOMICILIO BANCARIO"
1086288910;"1086288910-CRED";"DOMICILIO BANCARIO"
1086288910;"1086288910-DINE";"DOMICILIO BANCARIO"
1086288910;"1086288910-SORO";"DOMICILIO BANCARIO"
1086319009;"1086319009-BANE";"DOMICILIO BANCARIO"
1086319009;"1086319009-CABA";"DOMICILIO BANCARIO"
1086319009;"1086319009-CRED";"DOMICILIO BANCARIO"
1086319009;"1086319009-SORO";"DOMICILIO BANCARIO"
1086323537;"1086323537-BANE";"DOMICILIO BANCARIO"
1086323537;"1086323537-CABA";"DOMICILIO BANCARIO"
1086323537;"1086323537-CRED";"DOMICILIO BANCARIO"
1086323537;"1086323537-SORO";"DOMICILIO BANCARIO"
1086448135;"1086448135-CABA";"DOMICILIO BANCARIO"
1086911633;"1086911633-BANE";"DOMICILIO BANCARIO"
1087170416;"1087170416-BANE";"DOMICILIO BANCARIO"
1087170416;"1087170416-CABA";"DOMICILIO BANCARIO"
1087170416;"1087170416-CRED";"DOMICILIO BANCARIO"
1087170416;"1087170416-SORO";"DOMICILIO BANCARIO"
1087256698;"1087256698-VISA";"DOMICILIO BANCARIO"
1087833407;"1087833407-VISA";"DOMICILIO BANCARIO"
1088576734;"1088576734-VISA";"DOMICILIO BANCARIO"
1088736081;"1088736081-BANE";"DOMICILIO BANCARIO"
1088736081;"1088736081-CABA";"DOMICILIO BANCARIO"
1088736081;"1088736081-CRED";"DOMICILIO BANCARIO"
1088736081;"1088736081-SORO";"DOMICILIO BANCARIO"
1089116192;"1089116192-MAST";"DOMICILIO BANCARIO"
1089711481;"1089711481-CRED";"DOMICILIO BANCARIO"
1089711481;"1089711481-SORO";"DOMICILIO BANCARIO"
1089783750;"1089783750-CRED";"DOMICILIO BANCARIO"
1089783750;"1089783750-SORO";"DOMICILIO BANCARIO"
1089806458;"1089806458-VISA";"DOMICILIO BANCARIO"
1090579966;"1090579966-BANE";"DOMICILIO BANCARIO"
1090579966;"1090579966-CABA";"DOMICILIO BANCARIO"
1090579966;"1090579966-CRED";"DOMICILIO BANCARIO"
1090579966;"1090579966-SORO";"DOMICILIO BANCARIO"
1090781986;"1090781986-BANE";"DOMICILIO BANCARIO"
1090781986;"1090781986-CABA";"DOMICILIO BANCARIO"
1090781986;"1090781986-CRED";"DOMICILIO BANCARIO"
1090781986;"1090781986-SORO";"DOMICILIO BANCARIO"
1092092444;"1092092444-BANE";"DOMICILIO BANCARIO"
1092092444;"1092092444-CABA";"DOMICILIO BANCARIO"
1093210157;"1093210157-MAST";"DOMICILIO BANCARIO"
1093210157;"1093210157-VISA";"DOMICILIO BANCARIO"
1093379445;"1093379445-BANE";"DOMICILIO BANCARIO"
1093382098;"1093382098-BANE";"DOMICILIO BANCARIO"
1093382098;"1093382098-CABA";"DOMICILIO BANCARIO"
1093382098;"1093382098-CRED";"DOMICILIO BANCARIO"
1093382098;"1093382098-SORO";"DOMICILIO BANCARIO"
1093394533;"1093394533-BANE";"DOMICILIO BANCARIO"
1093394533;"1093394533-CABA";"DOMICILIO BANCARIO"
1093394533;"1093394533-CRED";"DOMICILIO BANCARIO"
1093394533;"1093394533-SORO";"DOMICILIO BANCARIO"
1093817906;"1093817906-VISA";"DOMICILIO BANCARIO"
1094751739;"1094751739-DINE";"DOMICILIO BANCARIO"
1094751739;"1094751739-MAST";"DOMICILIO BANCARIO"
1094751739;"1094751739-VISA";"DOMICILIO BANCARIO"
1094782863;"1094782863-SORO";"DOMICILIO BANCARIO"
1094865475;"1094865475-VISA";"DOMICILIO BANCARIO"
1094866650;"1094866650-VISA";"DOMICILIO BANCARIO"
1094872102;"1094872102-BANE";"DOMICILIO BANCARIO"
1094872102;"1094872102-CABA";"DOMICILIO BANCARIO"
1094872102;"1094872102-CRED";"DOMICILIO BANCARIO"
1094872102;"1094872102-SORO";"DOMICILIO BANCARIO"
1094885379;"1094885379-CABA";"DOMICILIO BANCARIO"
1094947064;"1094947064-BANE";"DOMICILIO BANCARIO"
1094947064;"1094947064-CABA";"DOMICILIO BANCARIO"
1094947064;"1094947064-CRED";"DOMICILIO BANCARIO"
1094947064;"1094947064-SORO";"DOMICILIO BANCARIO"
1094951150;"1094951150-VISA";"DOMICILIO BANCARIO"
1094952777;"1094952777-VISA";"DOMICILIO BANCARIO"
1094980665;"1094980665-VISA";"DOMICILIO BANCARIO"
1095079260;"1095079260-BANE";"DOMICILIO BANCARIO"
1095090388;"1095090388-VISA";"DOMICILIO BANCARIO"
1095138470;"1095138470-DINE";"DOMICILIO BANCARIO"
1095139468;"1095139468-BANE";"DOMICILIO BANCARIO"
1095139468;"1095139468-CABA";"DOMICILIO BANCARIO"
1095139468;"1095139468-CRED";"DOMICILIO BANCARIO"
1095139468;"1095139468-SORO";"DOMICILIO BANCARIO"
1095144615;"1095144615-VISA";"DOMICILIO BANCARIO"
1095194990;"1095194990-VISA";"DOMICILIO BANCARIO"
1095326462;"1095326462-VISA";"DOMICILIO BANCARIO"
1095344193;"1095344193-BANE";"DOMICILIO BANCARIO"
1095344193;"1095344193-CABA";"DOMICILIO BANCARIO"
1095344193;"1095344193-CRED";"DOMICILIO BANCARIO"
1095344193;"1095344193-SORO";"DOMICILIO BANCARIO"
1095357392;"1095357392-VISA";"DOMICILIO BANCARIO"
1095497356;"1095497356-VISA";"DOMICILIO BANCARIO"
1095554325;"1095554325-VISA";"DOMICILIO BANCARIO"
1095592111;"1095592111-VISA";"DOMICILIO BANCARIO"
1095619699;"1095619699-VISA";"DOMICILIO BANCARIO"
1095675718;"1095675718-VISA";"DOMICILIO BANCARIO"
1095693830;"1095693830-VISA";"DOMICILIO BANCARIO"
1095743551;"1095743551-VISA";"DOMICILIO BANCARIO"
1095753190;"1095753190-VISA";"DOMICILIO BANCARIO"
1095786650;"1095786650-VISA";"DOMICILIO BANCARIO"
1095821056;"1095821056-VISA";"DOMICILIO BANCARIO"
1095832368;"1095832368-VISA";"DOMICILIO BANCARIO"
1095863816;"1095863816-VISA";"DOMICILIO BANCARIO"
1095863867;"1095863867-VISA";"DOMICILIO BANCARIO"
1095907120;"1095907120-VISA";"DOMICILIO BANCARIO"
1095908860;"1095908860-VISA";"DOMICILIO BANCARIO"
1095909336;"1095909336-VISA";"DOMICILIO BANCARIO"
1095946568;"1095946568-VISA";"DOMICILIO BANCARIO"
1095979946;"1095979946-VISA";"DOMICILIO BANCARIO"
1095980081;"1095980081-VISA";"DOMICILIO BANCARIO"
1096009142;"1096009142-VISA";"DOMICILIO BANCARIO"
1096036786;"1096036786-BANE";"DOMICILIO BANCARIO"
1096047710;"1096047710-VISA";"DOMICILIO BANCARIO"
2566893;"2566893-BANE";"DOMICILIO BANCARIO"
2566893;"2566893-CABA";"DOMICILIO BANCARIO"
2566893;"2566893-CRED";"DOMICILIO BANCARIO"
2566893;"2566893-SORO";"DOMICILIO BANCARIO"
1000901162;"1000901162-12";"TIPO DE PAGAMENTO"
1000901162;"1000901162-21";"TIPO DE PAGAMENTO"
1000901162;"1000901162-43";"TIPO DE PAGAMENTO"
1001833160;"1001833160-12";"TIPO DE PAGAMENTO"
1001833160;"1001833160-21";"TIPO DE PAGAMENTO"
1001833160;"1001833160-39";"TIPO DE PAGAMENTO"
1001833160;"1001833160-4";"TIPO DE PAGAMENTO"
1001833160;"1001833160-43";"TIPO DE PAGAMENTO"
1001833160;"1001833160-62";"TIPO DE PAGAMENTO"
1001833160;"1001833160-98";"TIPO DE PAGAMENTO"
1003239118;"1003239118-10";"TIPO DE PAGAMENTO"
1003239118;"1003239118-11";"TIPO DE PAGAMENTO"
1003239118;"1003239118-12";"TIPO DE PAGAMENTO"
1003239118;"1003239118-20";"TIPO DE PAGAMENTO"
1003239118;"1003239118-21";"TIPO DE PAGAMENTO"
1003239118;"1003239118-3";"TIPO DE PAGAMENTO"
1003239118;"1003239118-38";"TIPO DE PAGAMENTO"
1003239118;"1003239118-39";"TIPO DE PAGAMENTO"
1003239118;"1003239118-4";"TIPO DE PAGAMENTO"
1003239118;"1003239118-40";"TIPO DE PAGAMENTO"
1003239118;"1003239118-41";"TIPO DE PAGAMENTO"
1003239118;"1003239118-43";"TIPO DE PAGAMENTO"
1003239118;"1003239118-61";"TIPO DE PAGAMENTO"
1003239118;"1003239118-62";"TIPO DE PAGAMENTO"
1003239118;"1003239118-94";"TIPO DE PAGAMENTO"
1003239118;"1003239118-96";"TIPO DE PAGAMENTO"
1003239118;"1003239118-97";"TIPO DE PAGAMENTO"
1003239118;"1003239118-98";"TIPO DE PAGAMENTO"
1003549370;"1003549370-12";"TIPO DE PAGAMENTO"
1003549370;"1003549370-21";"TIPO DE PAGAMENTO"
1003549370;"1003549370-43";"TIPO DE PAGAMENTO"
1003804095;"1003804095-10";"TIPO DE PAGAMENTO"
1003804095;"1003804095-11";"TIPO DE PAGAMENTO"
1003804095;"1003804095-12";"TIPO DE PAGAMENTO"
1003804095;"1003804095-20";"TIPO DE PAGAMENTO"
1003804095;"1003804095-21";"TIPO DE PAGAMENTO"
1003804095;"1003804095-40";"TIPO DE PAGAMENTO"
1003804095;"1003804095-41";"TIPO DE PAGAMENTO"
1003804095;"1003804095-43";"TIPO DE PAGAMENTO"
1003878137;"1003878137-21";"TIPO DE PAGAMENTO"
1004360506;"1004360506-21";"TIPO DE PAGAMENTO"
1004474005;"1004474005-12";"TIPO DE PAGAMENTO"
1004474005;"1004474005-21";"TIPO DE PAGAMENTO"
1004474005;"1004474005-43";"TIPO DE PAGAMENTO"
1004690565;"1004690565-10";"TIPO DE PAGAMENTO"
1004690565;"1004690565-11";"TIPO DE PAGAMENTO"
1004690565;"1004690565-12";"TIPO DE PAGAMENTO"
1004690565;"1004690565-20";"TIPO DE PAGAMENTO"
1004690565;"1004690565-21";"TIPO DE PAGAMENTO"
1004690565;"1004690565-3";"TIPO DE PAGAMENTO"
1004690565;"1004690565-38";"TIPO DE PAGAMENTO"
1004690565;"1004690565-39";"TIPO DE PAGAMENTO"
1004690565;"1004690565-4";"TIPO DE PAGAMENTO"
1004690565;"1004690565-41";"TIPO DE PAGAMENTO"
1004690565;"1004690565-43";"TIPO DE PAGAMENTO"
1004690565;"1004690565-61";"TIPO DE PAGAMENTO"
1004690565;"1004690565-62";"TIPO DE PAGAMENTO"
1004690565;"1004690565-94";"TIPO DE PAGAMENTO"
1004690565;"1004690565-96";"TIPO DE PAGAMENTO"
1004690565;"1004690565-97";"TIPO DE PAGAMENTO"
1004690565;"1004690565-98";"TIPO DE PAGAMENTO"
1005006820;"1005006820-12";"TIPO DE PAGAMENTO"
1005006820;"1005006820-21";"TIPO DE PAGAMENTO"
1005006820;"1005006820-39";"TIPO DE PAGAMENTO"
1005006820;"1005006820-4";"TIPO DE PAGAMENTO"
1005006820;"1005006820-43";"TIPO DE PAGAMENTO"
1005006820;"1005006820-62";"TIPO DE PAGAMENTO"
1005006820;"1005006820-98";"TIPO DE PAGAMENTO"
1005159413;"1005159413-12";"TIPO DE PAGAMENTO"
1005159413;"1005159413-21";"TIPO DE PAGAMENTO"
1005159413;"1005159413-39";"TIPO DE PAGAMENTO"
1005159413;"1005159413-4";"TIPO DE PAGAMENTO"
1005159413;"1005159413-43";"TIPO DE PAGAMENTO"
1005159413;"1005159413-62";"TIPO DE PAGAMENTO"
1005159413;"1005159413-98";"TIPO DE PAGAMENTO"
1005758341;"1005758341-12";"TIPO DE PAGAMENTO"
1005758341;"1005758341-21";"TIPO DE PAGAMENTO"
1005758341;"1005758341-39";"TIPO DE PAGAMENTO"
1005758341;"1005758341-4";"TIPO DE PAGAMENTO"
1005758341;"1005758341-43";"TIPO DE PAGAMENTO"
1005758341;"1005758341-62";"TIPO DE PAGAMENTO"
1005758341;"1005758341-98";"TIPO DE PAGAMENTO"
1005814489;"1005814489-12";"TIPO DE PAGAMENTO"
1005814489;"1005814489-21";"TIPO DE PAGAMENTO"
1005814489;"1005814489-39";"TIPO DE PAGAMENTO"
1005814489;"1005814489-4";"TIPO DE PAGAMENTO"
1005814489;"1005814489-43";"TIPO DE PAGAMENTO"
1005814489;"1005814489-62";"TIPO DE PAGAMENTO"
1005814489;"1005814489-98";"TIPO DE PAGAMENTO"
1006027120;"1006027120-39";"TIPO DE PAGAMENTO"
1006027120;"1006027120-4";"TIPO DE PAGAMENTO"
1006027120;"1006027120-62";"TIPO DE PAGAMENTO"
1006027120;"1006027120-98";"TIPO DE PAGAMENTO"
1006086274;"1006086274-12";"TIPO DE PAGAMENTO"
1006086274;"1006086274-21";"TIPO DE PAGAMENTO"
1006086274;"1006086274-43";"TIPO DE PAGAMENTO"
1006104060;"1006104060-43";"TIPO DE PAGAMENTO"
1006196460;"1006196460-12";"TIPO DE PAGAMENTO"
1006196460;"1006196460-21";"TIPO DE PAGAMENTO"
1006196460;"1006196460-39";"TIPO DE PAGAMENTO"
1006196460;"1006196460-4";"TIPO DE PAGAMENTO"
1006196460;"1006196460-43";"TIPO DE PAGAMENTO"
1006196460;"1006196460-62";"TIPO DE PAGAMENTO"
1006196460;"1006196460-98";"TIPO DE PAGAMENTO"
1006757454;"1006757454-39";"TIPO DE PAGAMENTO"
1006757454;"1006757454-4";"TIPO DE PAGAMENTO"
1006757454;"1006757454-98";"TIPO DE PAGAMENTO"
1006921688;"1006921688-12";"TIPO DE PAGAMENTO"
1006921688;"1006921688-21";"TIPO DE PAGAMENTO"
1006921688;"1006921688-43";"TIPO DE PAGAMENTO"
1007052276;"1007052276-12";"TIPO DE PAGAMENTO"
1007052276;"1007052276-21";"TIPO DE PAGAMENTO"
1007052276;"1007052276-43";"TIPO DE PAGAMENTO"
1007052284;"1007052284-12";"TIPO DE PAGAMENTO"
1007052284;"1007052284-21";"TIPO DE PAGAMENTO"
1007052284;"1007052284-43";"TIPO DE PAGAMENTO"
1007396005;"1007396005-12";"TIPO DE PAGAMENTO"
1007396005;"1007396005-21";"TIPO DE PAGAMENTO"
1007396005;"1007396005-39";"TIPO DE PAGAMENTO"
1007396005;"1007396005-4";"TIPO DE PAGAMENTO"
1007396005;"1007396005-43";"TIPO DE PAGAMENTO"
1007396005;"1007396005-62";"TIPO DE PAGAMENTO"
1007396005;"1007396005-98";"TIPO DE PAGAMENTO"
1007401122;"1007401122-11";"TIPO DE PAGAMENTO"
1007401122;"1007401122-20";"TIPO DE PAGAMENTO"
1007401122;"1007401122-40";"TIPO DE PAGAMENTO"
1007401122;"1007401122-41";"TIPO DE PAGAMENTO"
1007483471;"1007483471-12";"TIPO DE PAGAMENTO"
1007483471;"1007483471-21";"TIPO DE PAGAMENTO"
1007483471;"1007483471-43";"TIPO DE PAGAMENTO"
1007557041;"1007557041-12";"TIPO DE PAGAMENTO"
1007557041;"1007557041-21";"TIPO DE PAGAMENTO"
1007557041;"1007557041-43";"TIPO DE PAGAMENTO"
1007635522;"1007635522-10";"TIPO DE PAGAMENTO"
1007635522;"1007635522-11";"TIPO DE PAGAMENTO"
1007635522;"1007635522-12";"TIPO DE PAGAMENTO"
1007635522;"1007635522-20";"TIPO DE PAGAMENTO"
1007635522;"1007635522-21";"TIPO DE PAGAMENTO"
1007635522;"1007635522-3";"TIPO DE PAGAMENTO"
1007635522;"1007635522-38";"TIPO DE PAGAMENTO"
1007635522;"1007635522-40";"TIPO DE PAGAMENTO"
1007635522;"1007635522-41";"TIPO DE PAGAMENTO"
1007635522;"1007635522-43";"TIPO DE PAGAMENTO"
1007635522;"1007635522-61";"TIPO DE PAGAMENTO"
1007635522;"1007635522-94";"TIPO DE PAGAMENTO"
1007635522;"1007635522-96";"TIPO DE PAGAMENTO"
1007635522;"1007635522-97";"TIPO DE PAGAMENTO"
1007772236;"1007772236-10";"TIPO DE PAGAMENTO"
1007772236;"1007772236-11";"TIPO DE PAGAMENTO"
1007772236;"1007772236-20";"TIPO DE PAGAMENTO"
1007772236;"1007772236-3";"TIPO DE PAGAMENTO"
1007772236;"1007772236-38";"TIPO DE PAGAMENTO"
1007772236;"1007772236-40";"TIPO DE PAGAMENTO"
1007772236;"1007772236-41";"TIPO DE PAGAMENTO"
1007772236;"1007772236-61";"TIPO DE PAGAMENTO"
1007772236;"1007772236-94";"TIPO DE PAGAMENTO"
1007772236;"1007772236-96";"TIPO DE PAGAMENTO"
1007772236;"1007772236-97";"TIPO DE PAGAMENTO"
