"NU_CUSTOMER";"BANDEIRA";"RELATORIO"
1052632677;"1052632677-DINE";"DOMICILIO BANCARIO"
1052632677;"1052632677-SORO";"DOMICILIO BANCARIO"
1052769893;"1052769893-CABA";"DOMICILIO BANCARIO"
1053241434;"1053241434-DINE";"DOMICILIO BANCARIO"
1053380337;"1053380337-BANE";"DOMICILIO BANCARIO"
1053380337;"1053380337-CABA";"DOMICILIO BANCARIO"
1053380337;"1053380337-CRED";"DOMICILIO BANCARIO"
1053380337;"1053380337-DINE";"DOMICILIO BANCARIO"
1053380337;"1053380337-SORO";"DOMICILIO BANCARIO"
1053601910;"1053601910-BANE";"DOMICILIO BANCARIO"
1053601910;"1053601910-CABA";"DOMICILIO BANCARIO"
1053601910;"1053601910-CRED";"DOMICILIO BANCARIO"
1053601910;"1053601910-DINE";"DOMICILIO BANCARIO"
1053601910;"1053601910-SORO";"DOMICILIO BANCARIO"
1053612521;"1053612521-DINE";"DOMICILIO BANCARIO"
1053667504;"1053667504-BANE";"DOMICILIO BANCARIO"
1053667504;"1053667504-CABA";"DOMICILIO BANCARIO"
1053667504;"1053667504-CRED";"DOMICILIO BANCARIO"
1053667504;"1053667504-DINE";"DOMICILIO BANCARIO"
1053667504;"1053667504-SORO";"DOMICILIO BANCARIO"
1053729380;"1053729380-BANE";"DOMICILIO BANCARIO"
1053729380;"1053729380-CABA";"DOMICILIO BANCARIO"
1053729380;"1053729380-CRED";"DOMICILIO BANCARIO"
1053729380;"1053729380-SORO";"DOMICILIO BANCARIO"
1053796118;"1053796118-DINE";"DOMICILIO BANCARIO"
1054080477;"1054080477-DINE";"DOMICILIO BANCARIO"
1054271124;"1054271124-DINE";"DOMICILIO BANCARIO"
1054316250;"1054316250-BANE";"DOMICILIO BANCARIO"
1054316250;"1054316250-CABA";"DOMICILIO BANCARIO"
1054316250;"1054316250-DINE";"DOMICILIO BANCARIO"
1054331984;"1054331984-CRED";"DOMICILIO BANCARIO"
1054331984;"1054331984-SORO";"DOMICILIO BANCARIO"
1054354070;"1054354070-CRED";"DOMICILIO BANCARIO"
1054512091;"1054512091-DINE";"DOMICILIO BANCARIO"
1054515562;"1054515562-BANE";"DOMICILIO BANCARIO"
1054515562;"1054515562-CABA";"DOMICILIO BANCARIO"
1054515562;"1054515562-CRED";"DOMICILIO BANCARIO"
1054515562;"1054515562-DINE";"DOMICILIO BANCARIO"
1054515562;"1054515562-SORO";"DOMICILIO BANCARIO"
1054586575;"1054586575-BANE";"DOMICILIO BANCARIO"
1054586575;"1054586575-CABA";"DOMICILIO BANCARIO"
1054586575;"1054586575-CRED";"DOMICILIO BANCARIO"
1054586575;"1054586575-SORO";"DOMICILIO BANCARIO"
1054588098;"1054588098-BANE";"DOMICILIO BANCARIO"
1054588098;"1054588098-CABA";"DOMICILIO BANCARIO"
1054588098;"1054588098-CRED";"DOMICILIO BANCARIO"
1054588098;"1054588098-DINE";"DOMICILIO BANCARIO"
1054588098;"1054588098-MAST";"DOMICILIO BANCARIO"
1054588098;"1054588098-SORO";"DOMICILIO BANCARIO"
1054588098;"1054588098-VISA";"DOMICILIO BANCARIO"
1054633085;"1054633085-BANE";"DOMICILIO BANCARIO"
1054633085;"1054633085-CABA";"DOMICILIO BANCARIO"
1054633085;"1054633085-CRED";"DOMICILIO BANCARIO"
1054633085;"1054633085-SORO";"DOMICILIO BANCARIO"
1054672463;"1054672463-BANE";"DOMICILIO BANCARIO"
1054672463;"1054672463-CABA";"DOMICILIO BANCARIO"
1054672463;"1054672463-CRED";"DOMICILIO BANCARIO"
1054672463;"1054672463-DINE";"DOMICILIO BANCARIO"
1054672463;"1054672463-SORO";"DOMICILIO BANCARIO"
1054816686;"1054816686-BANE";"DOMICILIO BANCARIO"
1054816686;"1054816686-CABA";"DOMICILIO BANCARIO"
1054816686;"1054816686-CRED";"DOMICILIO BANCARIO"
1054816686;"1054816686-DINE";"DOMICILIO BANCARIO"
1054816686;"1054816686-SORO";"DOMICILIO BANCARIO"
1054902906;"1054902906-BANE";"DOMICILIO BANCARIO"
1054902906;"1054902906-CABA";"DOMICILIO BANCARIO"
1054902906;"1054902906-CRED";"DOMICILIO BANCARIO"
1054902906;"1054902906-DINE";"DOMICILIO BANCARIO"
1054902906;"1054902906-SORO";"DOMICILIO BANCARIO"
1054939150;"1054939150-DINE";"DOMICILIO BANCARIO"
1054949368;"1054949368-DINE";"DOMICILIO BANCARIO"
1055534595;"1055534595-DINE";"DOMICILIO BANCARIO"
1055534595;"1055534595-MAST";"DOMICILIO BANCARIO"
1055534595;"1055534595-VISA";"DOMICILIO BANCARIO"
1055551732;"1055551732-DINE";"DOMICILIO BANCARIO"
1055562645;"1055562645-DINE";"DOMICILIO BANCARIO"
1055578061;"1055578061-CRED";"DOMICILIO BANCARIO"
1055781452;"1055781452-CABA";"DOMICILIO BANCARIO"
1055837865;"1055837865-DINE";"DOMICILIO BANCARIO"
1056308343;"1056308343-BANE";"DOMICILIO BANCARIO"
1056308343;"1056308343-CRED";"DOMICILIO BANCARIO"
1056308343;"1056308343-DINE";"DOMICILIO BANCARIO"
1056308343;"1056308343-SORO";"DOMICILIO BANCARIO"
1056662635;"1056662635-DINE";"DOMICILIO BANCARIO"
1056758810;"1056758810-CRED";"DOMICILIO BANCARIO"
1056761153;"1056761153-CRED";"DOMICILIO BANCARIO"
1056792890;"1056792890-BANE";"DOMICILIO BANCARIO"
1056792890;"1056792890-CABA";"DOMICILIO BANCARIO"
1056792890;"1056792890-CRED";"DOMICILIO BANCARIO"
1056792890;"1056792890-DINE";"DOMICILIO BANCARIO"
1056798782;"1056798782-CABA";"DOMICILIO BANCARIO"
1056866958;"1056866958-BANE";"DOMICILIO BANCARIO"
1056866958;"1056866958-CABA";"DOMICILIO BANCARIO"
1056866958;"1056866958-CRED";"DOMICILIO BANCARIO"
1056866958;"1056866958-SORO";"DOMICILIO BANCARIO"
1056880535;"1056880535-BANE";"DOMICILIO BANCARIO"
1056880535;"1056880535-CABA";"DOMICILIO BANCARIO"
1056880535;"1056880535-CRED";"DOMICILIO BANCARIO"
1056880535;"1056880535-DINE";"DOMICILIO BANCARIO"
1056880535;"1056880535-SORO";"DOMICILIO BANCARIO"
1056897250;"1056897250-DINE";"DOMICILIO BANCARIO"
1056919423;"1056919423-BANE";"DOMICILIO BANCARIO"
1056919423;"1056919423-CABA";"DOMICILIO BANCARIO"
1056919423;"1056919423-CRED";"DOMICILIO BANCARIO"
1056919423;"1056919423-SORO";"DOMICILIO BANCARIO"
1056920944;"1056920944-CABA";"DOMICILIO BANCARIO"
1056937561;"1056937561-DINE";"DOMICILIO BANCARIO"
1057035456;"1057035456-CABA";"DOMICILIO BANCARIO"
1057035456;"1057035456-CRED";"DOMICILIO BANCARIO"
1057042762;"1057042762-BANE";"DOMICILIO BANCARIO"
1057042762;"1057042762-CABA";"DOMICILIO BANCARIO"
1057042762;"1057042762-CRED";"DOMICILIO BANCARIO"
1057042762;"1057042762-SORO";"DOMICILIO BANCARIO"
1057218135;"1057218135-BANE";"DOMICILIO BANCARIO"
1057218135;"1057218135-CABA";"DOMICILIO BANCARIO"
1057218135;"1057218135-DINE";"DOMICILIO BANCARIO"
1057320690;"1057320690-BANE";"DOMICILIO BANCARIO"
1057320690;"1057320690-CABA";"DOMICILIO BANCARIO"
1057320690;"1057320690-DINE";"DOMICILIO BANCARIO"
1057366673;"1057366673-CRED";"DOMICILIO BANCARIO"
1057373394;"1057373394-DINE";"DOMICILIO BANCARIO"
1057535025;"1057535025-BANE";"DOMICILIO BANCARIO"
1057535025;"1057535025-CABA";"DOMICILIO BANCARIO"
1057535025;"1057535025-CRED";"DOMICILIO BANCARIO"
1057535025;"1057535025-SORO";"DOMICILIO BANCARIO"
1057579740;"1057579740-DINE";"DOMICILIO BANCARIO"
1057679450;"1057679450-BANE";"DOMICILIO BANCARIO"
1057679450;"1057679450-CABA";"DOMICILIO BANCARIO"
1057679450;"1057679450-CRED";"DOMICILIO BANCARIO"
1057679450;"1057679450-SORO";"DOMICILIO BANCARIO"
1057796953;"1057796953-DINE";"DOMICILIO BANCARIO"
1057851563;"1057851563-BANE";"DOMICILIO BANCARIO"
1057851563;"1057851563-CABA";"DOMICILIO BANCARIO"
1057851563;"1057851563-CRED";"DOMICILIO BANCARIO"
1057851563;"1057851563-SORO";"DOMICILIO BANCARIO"
1057946440;"1057946440-BANE";"DOMICILIO BANCARIO"
1057946440;"1057946440-CABA";"DOMICILIO BANCARIO"
1057946440;"1057946440-CRED";"DOMICILIO BANCARIO"
1057946440;"1057946440-DINE";"DOMICILIO BANCARIO"
1057946440;"1057946440-SORO";"DOMICILIO BANCARIO"
1058059995;"1058059995-DINE";"DOMICILIO BANCARIO"
1058178692;"1058178692-BANE";"DOMICILIO BANCARIO"
1058178692;"1058178692-CABA";"DOMICILIO BANCARIO"
1058178692;"1058178692-CRED";"DOMICILIO BANCARIO"
1058178692;"1058178692-SORO";"DOMICILIO BANCARIO"
1058178714;"1058178714-CRED";"DOMICILIO BANCARIO"
1058267733;"1058267733-DINE";"DOMICILIO BANCARIO"
1058353044;"1058353044-BANE";"DOMICILIO BANCARIO"
1058353044;"1058353044-CABA";"DOMICILIO BANCARIO"
1058353044;"1058353044-CRED";"DOMICILIO BANCARIO"
1058353044;"1058353044-SORO";"DOMICILIO BANCARIO"
1058454452;"1058454452-BANE";"DOMICILIO BANCARIO"
1058454452;"1058454452-CABA";"DOMICILIO BANCARIO"
1058454452;"1058454452-CRED";"DOMICILIO BANCARIO"
1058454452;"1058454452-DINE";"DOMICILIO BANCARIO"
1058454452;"1058454452-SORO";"DOMICILIO BANCARIO"
1058488063;"1058488063-DINE";"DOMICILIO BANCARIO"
1058488063;"1058488063-MAST";"DOMICILIO BANCARIO"
1058488063;"1058488063-VISA";"DOMICILIO BANCARIO"
1058506991;"1058506991-CABA";"DOMICILIO BANCARIO"
1059874820;"1059874820-DINE";"DOMICILIO BANCARIO"
1059882822;"1059882822-CRED";"DOMICILIO BANCARIO"
1060140737;"1060140737-BANE";"DOMICILIO BANCARIO"
1060140737;"1060140737-CABA";"DOMICILIO BANCARIO"
1060140737;"1060140737-CRED";"DOMICILIO BANCARIO"
1060140737;"1060140737-SORO";"DOMICILIO BANCARIO"
1060244761;"1060244761-DINE";"DOMICILIO BANCARIO"
1060533747;"1060533747-SORO";"DOMICILIO BANCARIO"
1060689780;"1060689780-BANE";"DOMICILIO BANCARIO"
1060689780;"1060689780-CABA";"DOMICILIO BANCARIO"
1060689780;"1060689780-DINE";"DOMICILIO BANCARIO"
1060689780;"1060689780-SORO";"DOMICILIO BANCARIO"
1060747224;"1060747224-BANE";"DOMICILIO BANCARIO"
1060747224;"1060747224-CABA";"DOMICILIO BANCARIO"
1060747224;"1060747224-CRED";"DOMICILIO BANCARIO"
1060747224;"1060747224-SORO";"DOMICILIO BANCARIO"
1060751841;"1060751841-CABA";"DOMICILIO BANCARIO"
1060762231;"1060762231-BANE";"DOMICILIO BANCARIO"
1060762231;"1060762231-CABA";"DOMICILIO BANCARIO"
1060762231;"1060762231-CRED";"DOMICILIO BANCARIO"
1060762231;"1060762231-DINE";"DOMICILIO BANCARIO"
1060814568;"1060814568-DINE";"DOMICILIO BANCARIO"
1060974573;"1060974573-DINE";"DOMICILIO BANCARIO"
1061018803;"1061018803-DINE";"DOMICILIO BANCARIO"
1061287308;"1061287308-DINE";"DOMICILIO BANCARIO"
1061334454;"1061334454-CABA";"DOMICILIO BANCARIO"
1061334454;"1061334454-CRED";"DOMICILIO BANCARIO"
1061334454;"1061334454-SORO";"DOMICILIO BANCARIO"
1061358930;"1061358930-BANE";"DOMICILIO BANCARIO"
1061358930;"1061358930-CABA";"DOMICILIO BANCARIO"
1061358930;"1061358930-CRED";"DOMICILIO BANCARIO"
1061358930;"1061358930-DINE";"DOMICILIO BANCARIO"
1061358930;"1061358930-SORO";"DOMICILIO BANCARIO"
1061396980;"1061396980-DINE";"DOMICILIO BANCARIO"
1061548616;"1061548616-BANE";"DOMICILIO BANCARIO"
1061548616;"1061548616-CABA";"DOMICILIO BANCARIO"
1061548616;"1061548616-CRED";"DOMICILIO BANCARIO"
1061548616;"1061548616-DINE";"DOMICILIO BANCARIO"
1061548616;"1061548616-SORO";"DOMICILIO BANCARIO"
1061589312;"1061589312-DINE";"DOMICILIO BANCARIO"
1061674956;"1061674956-CRED";"DOMICILIO BANCARIO"
1061697247;"1061697247-BANE";"DOMICILIO BANCARIO"
1061697247;"1061697247-CABA";"DOMICILIO BANCARIO"
1061697247;"1061697247-CRED";"DOMICILIO BANCARIO"
1061697247;"1061697247-SORO";"DOMICILIO BANCARIO"
1061732956;"1061732956-DINE";"DOMICILIO BANCARIO"
1061755654;"1061755654-BANE";"DOMICILIO BANCARIO"
1061755654;"1061755654-CABA";"DOMICILIO BANCARIO"
1061755654;"1061755654-CRED";"DOMICILIO BANCARIO"
1061755654;"1061755654-SORO";"DOMICILIO BANCARIO"
1061845068;"1061845068-BANE";"DOMICILIO BANCARIO"
1061845068;"1061845068-CABA";"DOMICILIO BANCARIO"
1061845068;"1061845068-CRED";"DOMICILIO BANCARIO"
1061845068;"1061845068-DINE";"DOMICILIO BANCARIO"
1061845068;"1061845068-SORO";"DOMICILIO BANCARIO"
1061868394;"1061868394-DINE";"DOMICILIO BANCARIO"
1061870950;"1061870950-BANE";"DOMICILIO BANCARIO"
1061870950;"1061870950-CABA";"DOMICILIO BANCARIO"
1061870950;"1061870950-CRED";"DOMICILIO BANCARIO"
1061870950;"1061870950-DINE";"DOMICILIO BANCARIO"
1061870950;"1061870950-SORO";"DOMICILIO BANCARIO"
1061894280;"1061894280-DINE";"DOMICILIO BANCARIO"
1061922909;"1061922909-DINE";"DOMICILIO BANCARIO"
1062112633;"1062112633-BANE";"DOMICILIO BANCARIO"
1062112633;"1062112633-CABA";"DOMICILIO BANCARIO"
1062112633;"1062112633-CRED";"DOMICILIO BANCARIO"
1062112633;"1062112633-SORO";"DOMICILIO BANCARIO"
1062252141;"1062252141-BANE";"DOMICILIO BANCARIO"
1062252141;"1062252141-CABA";"DOMICILIO BANCARIO"
1062252141;"1062252141-CRED";"DOMICILIO BANCARIO"
1062252141;"1062252141-DINE";"DOMICILIO BANCARIO"
1062252141;"1062252141-SORO";"DOMICILIO BANCARIO"
1062306063;"1062306063-CRED";"DOMICILIO BANCARIO"
1062323197;"1062323197-BANE";"DOMICILIO BANCARIO"
1062323197;"1062323197-CABA";"DOMICILIO BANCARIO"
1062323197;"1062323197-CRED";"DOMICILIO BANCARIO"
1062323197;"1062323197-SORO";"DOMICILIO BANCARIO"
1062399282;"1062399282-DINE";"DOMICILIO BANCARIO"
1062417060;"1062417060-MAST";"DOMICILIO BANCARIO"
1062445217;"1062445217-BANE";"DOMICILIO BANCARIO"
1062445217;"1062445217-CABA";"DOMICILIO BANCARIO"
1062445217;"1062445217-CRED";"DOMICILIO BANCARIO"
1062445217;"1062445217-DINE";"DOMICILIO BANCARIO"
1062445217;"1062445217-SORO";"DOMICILIO BANCARIO"
1062579698;"1062579698-BANE";"DOMICILIO BANCARIO"
1062579698;"1062579698-CABA";"DOMICILIO BANCARIO"
1062579698;"1062579698-CRED";"DOMICILIO BANCARIO"
1062579698;"1062579698-DINE";"DOMICILIO BANCARIO"
1062579698;"1062579698-SORO";"DOMICILIO BANCARIO"
1062688152;"1062688152-DINE";"DOMICILIO BANCARIO"
1062748864;"1062748864-DINE";"DOMICILIO BANCARIO"
1062748864;"1062748864-MAST";"DOMICILIO BANCARIO"
1062748864;"1062748864-VISA";"DOMICILIO BANCARIO"
1062786600;"1062786600-BANE";"DOMICILIO BANCARIO"
1062786600;"1062786600-CABA";"DOMICILIO BANCARIO"
1062786600;"1062786600-CRED";"DOMICILIO BANCARIO"
1062786600;"1062786600-SORO";"DOMICILIO BANCARIO"
1062905439;"1062905439-BANE";"DOMICILIO BANCARIO"
1062905439;"1062905439-CABA";"DOMICILIO BANCARIO"
1062905439;"1062905439-CRED";"DOMICILIO BANCARIO"
1062905439;"1062905439-DINE";"DOMICILIO BANCARIO"
1062905439;"1062905439-SORO";"DOMICILIO BANCARIO"
1062960626;"1062960626-DINE";"DOMICILIO BANCARIO"
1063070233;"1063070233-BANE";"DOMICILIO BANCARIO"
1063070233;"1063070233-CABA";"DOMICILIO BANCARIO"
1063070233;"1063070233-CRED";"DOMICILIO BANCARIO"
1063070233;"1063070233-SORO";"DOMICILIO BANCARIO"
1063129246;"1063129246-BANE";"DOMICILIO BANCARIO"
1063129246;"1063129246-CABA";"DOMICILIO BANCARIO"
1063129246;"1063129246-CRED";"DOMICILIO BANCARIO"
1063129246;"1063129246-SORO";"DOMICILIO BANCARIO"
1063166630;"1063166630-BANE";"DOMICILIO BANCARIO"
1063166630;"1063166630-CABA";"DOMICILIO BANCARIO"
1063166630;"1063166630-CRED";"DOMICILIO BANCARIO"
1063166630;"1063166630-SORO";"DOMICILIO BANCARIO"
1063205759;"1063205759-DINE";"DOMICILIO BANCARIO"
1063234708;"1063234708-BANE";"DOMICILIO BANCARIO"
1063234708;"1063234708-CABA";"DOMICILIO BANCARIO"
1063234708;"1063234708-CRED";"DOMICILIO BANCARIO"
1063234708;"1063234708-SORO";"DOMICILIO BANCARIO"
1063390823;"1063390823-CRED";"DOMICILIO BANCARIO"
1063450672;"1063450672-BANE";"DOMICILIO BANCARIO"
1063450672;"1063450672-CABA";"DOMICILIO BANCARIO"
1063450672;"1063450672-CRED";"DOMICILIO BANCARIO"
1063450672;"1063450672-DINE";"DOMICILIO BANCARIO"
1063450672;"1063450672-SORO";"DOMICILIO BANCARIO"
1063540060;"1063540060-BANE";"DOMICILIO BANCARIO"
1063540060;"1063540060-CABA";"DOMICILIO BANCARIO"
1063540060;"1063540060-CRED";"DOMICILIO BANCARIO"
1063540060;"1063540060-SORO";"DOMICILIO BANCARIO"
1063691246;"1063691246-DINE";"DOMICILIO BANCARIO"
1063716109;"1063716109-BANE";"DOMICILIO BANCARIO"
1063716109;"1063716109-CABA";"DOMICILIO BANCARIO"
1063716109;"1063716109-CRED";"DOMICILIO BANCARIO"
1063716109;"1063716109-SORO";"DOMICILIO BANCARIO"
1064191220;"1064191220-DINE";"DOMICILIO BANCARIO"
1064263981;"1064263981-CRED";"DOMICILIO BANCARIO"
1064352666;"1064352666-CRED";"DOMICILIO BANCARIO"
1064352666;"1064352666-DINE";"DOMICILIO BANCARIO"
1064496056;"1064496056-SORO";"DOMICILIO BANCARIO"
1064538336;"1064538336-BANE";"DOMICILIO BANCARIO"
1064538336;"1064538336-CABA";"DOMICILIO BANCARIO"
1064538336;"1064538336-CRED";"DOMICILIO BANCARIO"
1064538336;"1064538336-SORO";"DOMICILIO BANCARIO"
1064642311;"1064642311-BANE";"DOMICILIO BANCARIO"
1064642311;"1064642311-CABA";"DOMICILIO BANCARIO"
1064642311;"1064642311-CRED";"DOMICILIO BANCARIO"
1064642311;"1064642311-SORO";"DOMICILIO BANCARIO"
1064717494;"1064717494-CABA";"DOMICILIO BANCARIO"
1064850658;"1064850658-BANE";"DOMICILIO BANCARIO"
1064850658;"1064850658-CABA";"DOMICILIO BANCARIO"
1064850658;"1064850658-CRED";"DOMICILIO BANCARIO"
1064850658;"1064850658-SORO";"DOMICILIO BANCARIO"
1064867224;"1064867224-BANE";"DOMICILIO BANCARIO"
1064867224;"1064867224-CABA";"DOMICILIO BANCARIO"
1064867224;"1064867224-CRED";"DOMICILIO BANCARIO"
1064867224;"1064867224-SORO";"DOMICILIO BANCARIO"
1065023160;"1065023160-BANE";"DOMICILIO BANCARIO"
1065023160;"1065023160-CABA";"DOMICILIO BANCARIO"
1065023160;"1065023160-CRED";"DOMICILIO BANCARIO"
1065023160;"1065023160-SORO";"DOMICILIO BANCARIO"
1065071890;"1065071890-BANE";"DOMICILIO BANCARIO"
1065071890;"1065071890-CABA";"DOMICILIO BANCARIO"
1065071890;"1065071890-CRED";"DOMICILIO BANCARIO"
1065071890;"1065071890-SORO";"DOMICILIO BANCARIO"
1065196218;"1065196218-BANE";"DOMICILIO BANCARIO"
1065196218;"1065196218-CABA";"DOMICILIO BANCARIO"
1065196218;"1065196218-CRED";"DOMICILIO BANCARIO"
1065196218;"1065196218-SORO";"DOMICILIO BANCARIO"
1065240608;"1065240608-BANE";"DOMICILIO BANCARIO"
1065240608;"1065240608-CABA";"DOMICILIO BANCARIO"
1065240608;"1065240608-CRED";"DOMICILIO BANCARIO"
1065240608;"1065240608-SORO";"DOMICILIO BANCARIO"
1065404813;"1065404813-BANE";"DOMICILIO BANCARIO"
1065404813;"1065404813-CABA";"DOMICILIO BANCARIO"
1065404813;"1065404813-CRED";"DOMICILIO BANCARIO"
1065404813;"1065404813-DINE";"DOMICILIO BANCARIO"
1065404813;"1065404813-SORO";"DOMICILIO BANCARIO"
1065538500;"1065538500-DINE";"DOMICILIO BANCARIO"
1065769005;"1065769005-BANE";"DOMICILIO BANCARIO"
1065769005;"1065769005-CABA";"DOMICILIO BANCARIO"
1065769005;"1065769005-CRED";"DOMICILIO BANCARIO"
1065769005;"1065769005-SORO";"DOMICILIO BANCARIO"
1065775781;"1065775781-BANE";"DOMICILIO BANCARIO"
1065775781;"1065775781-CABA";"DOMICILIO BANCARIO"
1065783369;"1065783369-BANE";"DOMICILIO BANCARIO"
1065783369;"1065783369-CABA";"DOMICILIO BANCARIO"
1065783369;"1065783369-CRED";"DOMICILIO BANCARIO"
1065783369;"1065783369-SORO";"DOMICILIO BANCARIO"
1065824405;"1065824405-BANE";"DOMICILIO BANCARIO"
1065824405;"1065824405-CABA";"DOMICILIO BANCARIO"
1065824405;"1065824405-CRED";"DOMICILIO BANCARIO"
1065824405;"1065824405-SORO";"DOMICILIO BANCARIO"
1066032820;"1066032820-DINE";"DOMICILIO BANCARIO"
1066032820;"1066032820-MAST";"DOMICILIO BANCARIO"
1066032820;"1066032820-VISA";"DOMICILIO BANCARIO"
1066086300;"1066086300-BANE";"DOMICILIO BANCARIO"
1066086300;"1066086300-CABA";"DOMICILIO BANCARIO"
1066086300;"1066086300-CRED";"DOMICILIO BANCARIO"
1066086300;"1066086300-SORO";"DOMICILIO BANCARIO"
1066116692;"1066116692-DINE";"DOMICILIO BANCARIO"
1066134321;"1066134321-BANE";"DOMICILIO BANCARIO"
1066134321;"1066134321-CABA";"DOMICILIO BANCARIO"
1066134321;"1066134321-CRED";"DOMICILIO BANCARIO"
1066134321;"1066134321-SORO";"DOMICILIO BANCARIO"
1066134690;"1066134690-CABA";"DOMICILIO BANCARIO"
1066134690;"1066134690-CRED";"DOMICILIO BANCARIO"
1066246618;"1066246618-CRED";"DOMICILIO BANCARIO"
1066386894;"1066386894-BANE";"DOMICILIO BANCARIO"
1066386894;"1066386894-CABA";"DOMICILIO BANCARIO"
1066386894;"1066386894-SORO";"DOMICILIO BANCARIO"
1066416416;"1066416416-BANE";"DOMICILIO BANCARIO"
1066416416;"1066416416-CABA";"DOMICILIO BANCARIO"
1066416416;"1066416416-CRED";"DOMICILIO BANCARIO"
1066416416;"1066416416-SORO";"DOMICILIO BANCARIO"
1067382000;"1067382000-DINE";"DOMICILIO BANCARIO"
1067859931;"1067859931-BANE";"DOMICILIO BANCARIO"
1067859931;"1067859931-CABA";"DOMICILIO BANCARIO"
1067859931;"1067859931-CRED";"DOMICILIO BANCARIO"
1067859931;"1067859931-SORO";"DOMICILIO BANCARIO"
1067859940;"1067859940-BANE";"DOMICILIO BANCARIO"
1067859940;"1067859940-CABA";"DOMICILIO BANCARIO"
1067859940;"1067859940-CRED";"DOMICILIO BANCARIO"
1067859940;"1067859940-SORO";"DOMICILIO BANCARIO"
1067859958;"1067859958-BANE";"DOMICILIO BANCARIO"
1067859958;"1067859958-CABA";"DOMICILIO BANCARIO"
1067859958;"1067859958-CRED";"DOMICILIO BANCARIO"
1067859958;"1067859958-SORO";"DOMICILIO BANCARIO"
1067859966;"1067859966-BANE";"DOMICILIO BANCARIO"
1067859966;"1067859966-CABA";"DOMICILIO BANCARIO"
1067859966;"1067859966-CRED";"DOMICILIO BANCARIO"
1067859966;"1067859966-SORO";"DOMICILIO BANCARIO"
1068365231;"1068365231-VISA";"DOMICILIO BANCARIO"
1070023040;"1070023040-MAST";"DOMICILIO BANCARIO"
1070152169;"1070152169-BANE";"DOMICILIO BANCARIO"
1070152169;"1070152169-CABA";"DOMICILIO BANCARIO"
1070152169;"1070152169-SORO";"DOMICILIO BANCARIO"
1070185652;"1070185652-DINE";"DOMICILIO BANCARIO"
1070634457;"1070634457-DINE";"DOMICILIO BANCARIO"
1070833174;"1070833174-DINE";"DOMICILIO BANCARIO"
1070836017;"1070836017-BANE";"DOMICILIO BANCARIO"
1070836017;"1070836017-CABA";"DOMICILIO BANCARIO"
1070836017;"1070836017-CRED";"DOMICILIO BANCARIO"
1070836017;"1070836017-DINE";"DOMICILIO BANCARIO"
1070836017;"1070836017-SORO";"DOMICILIO BANCARIO"
1071071162;"1071071162-BANE";"DOMICILIO BANCARIO"
1071071162;"1071071162-CABA";"DOMICILIO BANCARIO"
1071071162;"1071071162-CRED";"DOMICILIO BANCARIO"
1071071162;"1071071162-DINE";"DOMICILIO BANCARIO"
1071071162;"1071071162-MAST";"DOMICILIO BANCARIO"
1071071162;"1071071162-SORO";"DOMICILIO BANCARIO"
1071071162;"1071071162-VISA";"DOMICILIO BANCARIO"
1071185842;"1071185842-DINE";"DOMICILIO BANCARIO"
1071185842;"1071185842-MAST";"DOMICILIO BANCARIO"
1071185842;"1071185842-VISA";"DOMICILIO BANCARIO"
1071219739;"1071219739-BANE";"DOMICILIO BANCARIO"
1071219739;"1071219739-CABA";"DOMICILIO BANCARIO"
1071219739;"1071219739-CRED";"DOMICILIO BANCARIO"
1071219739;"1071219739-DINE";"DOMICILIO BANCARIO"
1071219739;"1071219739-SORO";"DOMICILIO BANCARIO"
1071454541;"1071454541-BANE";"DOMICILIO BANCARIO"
1071454541;"1071454541-CABA";"DOMICILIO BANCARIO"
1071454541;"1071454541-CRED";"DOMICILIO BANCARIO"
1071454541;"1071454541-DINE";"DOMICILIO BANCARIO"
1071454541;"1071454541-MAST";"DOMICILIO BANCARIO"
1071454541;"1071454541-SORO";"DOMICILIO BANCARIO"
1071554660;"1071554660-DINE";"DOMICILIO BANCARIO"
1071554660;"1071554660-MAST";"DOMICILIO BANCARIO"
1071576310;"1071576310-BANE";"DOMICILIO BANCARIO"
1071576310;"1071576310-CABA";"DOMICILIO BANCARIO"
1071576310;"1071576310-CRED";"DOMICILIO BANCARIO"
1071576310;"1071576310-DINE";"DOMICILIO BANCARIO"
1071597083;"1071597083-BANE";"DOMICILIO BANCARIO"
1071597083;"1071597083-CABA";"DOMICILIO BANCARIO"
1071597083;"1071597083-CRED";"DOMICILIO BANCARIO"
1071597083;"1071597083-SORO";"DOMICILIO BANCARIO"
1071622800;"1071622800-DINE";"DOMICILIO BANCARIO"
1071622800;"1071622800-MAST";"DOMICILIO BANCARIO"
1071622800;"1071622800-VISA";"DOMICILIO BANCARIO"
1071662772;"1071662772-VISA";"DOMICILIO BANCARIO"
1071752143;"1071752143-BANE";"DOMICILIO BANCARIO"
1071752143;"1071752143-CABA";"DOMICILIO BANCARIO"
1071752143;"1071752143-CRED";"DOMICILIO BANCARIO"
1071752143;"1071752143-DINE";"DOMICILIO BANCARIO"
1071752143;"1071752143-MAST";"DOMICILIO BANCARIO"
1071752143;"1071752143-SORO";"DOMICILIO BANCARIO"
1071752143;"1071752143-VISA";"DOMICILIO BANCARIO"
1071805778;"1071805778-DINE";"DOMICILIO BANCARIO"
1072172973;"1072172973-BANE";"DOMICILIO BANCARIO"
1072172973;"1072172973-CABA";"DOMICILIO BANCARIO"
