#EC;CAMPO;VALOR_STAR;VALOR_SEC;EC_MATRIZ
1064312176;NUMERO_LOGICO;SEM VALOR;78763203;1064312176
1064338736;NUMERO_LOGICO;SEM VALOR;78985465;1064338736
1064489904;NUMERO_LOGICO;SEM VALOR;00000209;1064489904
1064550000;NUMERO_LOGICO;SEM VALOR;79027361;1064550000
1064588112;NUMERO_LOGICO;SEM VALOR;78607900;1064588112
1064588112;NUMERO_LOGICO;SEM VALOR;78634345;1064588112
1064892016;NUMERO_LOGICO;SEM VALOR;78975840;1064892016
1064916560;NUMERO_LOGICO;SEM VALOR;79001402;1064916560
1065312480;NUMERO_LOGICO;SEM VALOR;78892653;1065312480
1065506640;NUMERO_LOGICO;SEM VALOR;00005879;1065506640
1065553312;NUMERO_LOGICO;SEM VALOR;78483768;1065553312
1065706720;NUMERO_LOGICO;SEM VALOR;78983286;1065706720
1065963456;NUMERO_LOGICO;SEM VALOR;41045582;1065963456
1065971424;NUMERO_LOGICO;SEM VALOR;78767021;1065971424
1066263776;NUMERO_LOGICO;SEM VALOR;78454859;1066263776
1067351792;NUMERO_LOGICO;SEM VALOR;78630132;1067351792
1067558656;NUMERO_LOGICO;SEM VALOR;78761631;1067558656
1067650528;NUMERO_LOGICO;SEM VALOR;78546985;1067650528
1067650528;NUMERO_LOGICO;SEM VALOR;78591013;1067650528
1067650528;NUMERO_LOGICO;SEM VALOR;78429880;1067650528
1067650528;NUMERO_LOGICO;SEM VALOR;78395771;1067650528
1067650528;NUMERO_LOGICO;SEM VALOR;78673781;1067650528
1067650528;NUMERO_LOGICO;SEM VALOR;78674055;1067650528
1067650528;NUMERO_LOGICO;SEM VALOR;78673984;1067650528
1067650528;NUMERO_LOGICO;SEM VALOR;78673948;1067650528
1067713040;NUMERO_LOGICO;SEM VALOR;78369329;1067713040
1067746240;NUMERO_LOGICO;SEM VALOR;78411375;1067746240
1067960128;NUMERO_LOGICO;SEM VALOR;78693461;1067960128
1068143328;NUMERO_LOGICO;SEM VALOR;79016826;1068143328
1068222368;NUMERO_LOGICO;SEM VALOR;78757008;1068222368
1068749056;NUMERO_LOGICO;SEM VALOR;41056779;1068749056
1068758128;NUMERO_LOGICO;SEM VALOR;78314301;1068758128
1069138336;NUMERO_LOGICO;SEM VALOR;78957785;1069138336
1069165520;NUMERO_LOGICO;SEM VALOR;78942478;1069165520
1069218240;NUMERO_LOGICO;SEM VALOR;78701597;1069218240
1069774160;NUMERO_LOGICO;SEM VALOR;78783486;1069774160
1070029472;NUMERO_LOGICO;SEM VALOR;79017429;1070029472
1070100592;NUMERO_LOGICO;SEM VALOR;78376083;1070100592
1070100592;NUMERO_LOGICO;SEM VALOR;78410616;1070100592
1070146592;NUMERO_LOGICO;SEM VALOR;41064898;1070146746
1070479648;NUMERO_LOGICO;SEM VALOR;78685855;1070479648
1070869136;NUMERO_LOGICO;SEM VALOR;78985838;1070869136
1070943360;NUMERO_LOGICO;SEM VALOR;78860948;1070943360
1071048560;NUMERO_LOGICO;SEM VALOR;78880705;1071048560
1071073424;NUMERO_LOGICO;SEM VALOR;78997950;1071073424
1071104656;NUMERO_LOGICO;SEM VALOR;78578893;1071104656
1071245152;NUMERO_LOGICO;SEM VALOR;78244620;1071245152
1071252400;NUMERO_LOGICO;SEM VALOR;79024444;1071252400
1071300048;NUMERO_LOGICO;SEM VALOR;78278167;1071300048
1071328848;NUMERO_LOGICO;SEM VALOR;78509459;1071328848
1071328848;NUMERO_LOGICO;SEM VALOR;78824653;1071328848
1071657760;NUMERO_LOGICO;SEM VALOR;78840498;1071657760
1072485840;NUMERO_LOGICO;SEM VALOR;78229462;1072485840
1072690656;NUMERO_LOGICO;SEM VALOR;78841749;1072690656
1072866320;NUMERO_LOGICO;SEM VALOR;78598074;1072866320
1073061008;NUMERO_LOGICO;SEM VALOR;78627923;1073061008
1073389216;NUMERO_LOGICO;SEM VALOR;78692588;1073389216
1073545552;NUMERO_LOGICO;SEM VALOR;78242326;1073545552
1073545552;NUMERO_LOGICO;SEM VALOR;78269771;1073545552
1073751632;NUMERO_LOGICO;SEM VALOR;78283406;1073751632
1073751632;NUMERO_LOGICO;SEM VALOR;78411801;1073751632
1073941504;NUMERO_LOGICO;SEM VALOR;78491081;1073941504
1074027008;NUMERO_LOGICO;SEM VALOR;78879874;1074027008
1074065376;NUMERO_LOGICO;SEM VALOR;78878560;1074065376
1074065376;NUMERO_LOGICO;SEM VALOR;78878783;1074065376
1074227872;NUMERO_LOGICO;SEM VALOR;00008275;1074227872
1074243312;NUMERO_LOGICO;SEM VALOR;78551604;1074243312
1074279520;NUMERO_LOGICO;SEM VALOR;78826999;1074279520
1074279520;NUMERO_LOGICO;SEM VALOR;78827973;1074279520
1074286240;NUMERO_LOGICO;SEM VALOR;78796217;1074286240
1074540112;NUMERO_LOGICO;SEM VALOR;78873158;1074540112
1074802672;NUMERO_LOGICO;SEM VALOR;79011854;1074802672
1074871488;NUMERO_LOGICO;SEM VALOR;78873267;1074871488
1075003552;NUMERO_LOGICO;SEM VALOR;78414584;1075003552
1075192592;NUMERO_LOGICO;SEM VALOR;78635742;1075192592
1075192592;NUMERO_LOGICO;SEM VALOR;78630431;1075192592
1075445920;NUMERO_LOGICO;SEM VALOR;78267575;1075445920
1075445920;NUMERO_LOGICO;SEM VALOR;78290602;1075445920
1075452160;NUMERO_LOGICO;SEM VALOR;78946998;1075452160
1075571232;NUMERO_LOGICO;SEM VALOR;78779328;1075571232
1075795696;NUMERO_LOGICO;SEM VALOR;78724070;1075795696
1075857632;NUMERO_LOGICO;SEM VALOR;78777771;1075857632
1075864736;NUMERO_LOGICO;SEM VALOR;78934452;1075864736
1076097488;NUMERO_LOGICO;SEM VALOR;78199506;1076097488
1076098832;NUMERO_LOGICO;SEM VALOR;78261640;1076098832
1076465584;NUMERO_LOGICO;SEM VALOR;78800071;1076465584
1076509824;NUMERO_LOGICO;SEM VALOR;78441814;1076509824
1076631344;NUMERO_LOGICO;SEM VALOR;78997871;1076631344
1076937648;NUMERO_LOGICO;SEM VALOR;78531661;1076937648
1076973504;NUMERO_LOGICO;SEM VALOR;78949029;1076973504
1077306560;NUMERO_LOGICO;SEM VALOR;78820746;1077306560
1077403264;NUMERO_LOGICO;SEM VALOR;78589402;1077403264
1077929312;NUMERO_LOGICO;SEM VALOR;78939197;1077929312
1077948848;NUMERO_LOGICO;SEM VALOR;78390430;1077948848
1078190400;NUMERO_LOGICO;SEM VALOR;78194738;1078190400
1078757728;NUMERO_LOGICO;SEM VALOR;78696422;1078757728
1078971584;NUMERO_LOGICO;SEM VALOR;78945132;1078971584
1079118320;NUMERO_LOGICO;SEM VALOR;78340899;1079118320
1079388432;NUMERO_LOGICO;SEM VALOR;78785844;1079388432
1080081744;NUMERO_LOGICO;SEM VALOR;78941048;1080081744
1080454672;NUMERO_LOGICO;SEM VALOR;78664430;1080454672
1080455008;NUMERO_LOGICO;SEM VALOR;78771920;1080455008
1080459712;NUMERO_LOGICO;SEM VALOR;78701818;1080459712
1080601632;NUMERO_LOGICO;SEM VALOR;78412587;1080601632
1080612944;NUMERO_LOGICO;SEM VALOR;78554513;1080612944
1080784400;NUMERO_LOGICO;SEM VALOR;78436841;1080784400
1080800368;NUMERO_LOGICO;SEM VALOR;78190904;1080800368
1080800368;NUMERO_LOGICO;SEM VALOR;78278184;1080800368
1080948560;NUMERO_LOGICO;SEM VALOR;78889703;1080948560
1081112384;NUMERO_LOGICO;SEM VALOR;78532403;1081112384
1081112384;NUMERO_LOGICO;SEM VALOR;78547943;1081112384
1081112384;NUMERO_LOGICO;SEM VALOR;78555291;1081112384
1081112384;NUMERO_LOGICO;SEM VALOR;78580347;1081112384
1081112384;NUMERO_LOGICO;SEM VALOR;78656325;1081112384
1081124544;NUMERO_LOGICO;SEM VALOR;78896737;1081124544
1081219600;NUMERO_LOGICO;SEM VALOR;78439022;1081219600
1081316656;NUMERO_LOGICO;SEM VALOR;79017789;1081316656
1081333712;NUMERO_LOGICO;SEM VALOR;78264672;1081333712
1081333712;NUMERO_LOGICO;SEM VALOR;78361251;1081333712
1081566784;NUMERO_LOGICO;SEM VALOR;78843105;1081566784
1081676016;NUMERO_LOGICO;SEM VALOR;78863802;1081676016
1081944096;NUMERO_LOGICO;SEM VALOR;78887517;1081944096
1081980432;NUMERO_LOGICO;SEM VALOR;78613690;1081980432
1081993712;NUMERO_LOGICO;SEM VALOR;78962691;1081993712
1082750864;NUMERO_LOGICO;SEM VALOR;78486927;1082750864
1083256448;NUMERO_LOGICO;SEM VALOR;78204554;1083256448
1083571904;NUMERO_LOGICO;SEM VALOR;78630643;1083571904
1083932176;NUMERO_LOGICO;SEM VALOR;78434965;1083932176
1084117344;NUMERO_LOGICO;SEM VALOR;78457378;1084117344
1084498160;NUMERO_LOGICO;SEM VALOR;78978848;1084498160
1084718208;NUMERO_LOGICO;SEM VALOR;78965453;1084718208
1084790448;NUMERO_LOGICO;SEM VALOR;78406767;1084790448
1084846320;NUMERO_LOGICO;SEM VALOR;78708532;1084846320
1085004128;NUMERO_LOGICO;SEM VALOR;78999239;1085004128
1085036704;NUMERO_LOGICO;SEM VALOR;79008608;1085036704
1085036704;NUMERO_LOGICO;SEM VALOR;79066858;1085036704
1085107776;NUMERO_LOGICO;SEM VALOR;78415801;1085107776
1085250544;NUMERO_LOGICO;SEM VALOR;78459305;1085250544
1085311632;NUMERO_LOGICO;SEM VALOR;78572250;1085311632
1085402336;NUMERO_LOGICO;SEM VALOR;78837675;1085402336
1085501792;NUMERO_LOGICO;SEM VALOR;41093796;1085501792
1085645824;NUMERO_LOGICO;SEM VALOR;78441241;1085645824
1085722640;NUMERO_LOGICO;SEM VALOR;78364908;1085722640
1085744032;NUMERO_LOGICO;SEM VALOR;79040163;1085744032
1085878080;NUMERO_LOGICO;SEM VALOR;78933225;1085878080
1086570240;NUMERO_LOGICO;SEM VALOR;78194452;1086570240
1086760368;NUMERO_LOGICO;SEM VALOR;78873591;1086760368
1086847552;NUMERO_LOGICO;SEM VALOR;78815179;1086847552
1086853072;NUMERO_LOGICO;SEM VALOR;78303346;1086853072
1086853200;NUMERO_LOGICO;SEM VALOR;78222229;1086853200
1086853200;NUMERO_LOGICO;SEM VALOR;78299539;1086853200
1086853200;NUMERO_LOGICO;SEM VALOR;78376438;1086853200
1086853200;NUMERO_LOGICO;SEM VALOR;78467248;1086853200
1087276320;NUMERO_LOGICO;SEM VALOR;78710747;1087276320
1087276320;NUMERO_LOGICO;SEM VALOR;78712205;1087276320
1087276320;NUMERO_LOGICO;SEM VALOR;78723139;1087276320
1087276320;NUMERO_LOGICO;SEM VALOR;78906447;1087276320
1087285264;NUMERO_LOGICO;SEM VALOR;78440888;1087285264
1087666608;NUMERO_LOGICO;SEM VALOR;78767421;1087666608
1087676832;NUMERO_LOGICO;SEM VALOR;78863387;1087676832
1088370176;NUMERO_LOGICO;SEM VALOR;78190283;1076569711
1088375216;NUMERO_LOGICO;SEM VALOR;78717581;1088375216
1088479984;NUMERO_LOGICO;SEM VALOR;78778270;1088479984
1088806608;NUMERO_LOGICO;SEM VALOR;79064356;1088806608
1089113088;NUMERO_LOGICO;SEM VALOR;78460153;1089113088
1089113088;NUMERO_LOGICO;SEM VALOR;78462931;1089113088
1089151648;NUMERO_LOGICO;SEM VALOR;79015767;1089151648
1089195440;NUMERO_LOGICO;SEM VALOR;78816828;1089195440
1089586784;NUMERO_LOGICO;SEM VALOR;79067850;1089586784
1089707840;NUMERO_LOGICO;SEM VALOR;79027888;1089707840
1090013008;NUMERO_LOGICO;SEM VALOR;78588348;1090013008
1090371648;NUMERO_LOGICO;SEM VALOR;78461446;1090371648
1090380752;NUMERO_LOGICO;SEM VALOR;78982976;1090380752
1090492224;NUMERO_LOGICO;SEM VALOR;78284224;1090492224
1090492224;NUMERO_LOGICO;SEM VALOR;78288874;1090492224
1090640320;NUMERO_LOGICO;SEM VALOR;78565201;1090640320
1090751440;NUMERO_LOGICO;SEM VALOR;78255701;1090751440
1091114304;NUMERO_LOGICO;SEM VALOR;78874461;1091114304
1091168528;NUMERO_LOGICO;SEM VALOR;78499896;1091168528
1091244992;NUMERO_LOGICO;SEM VALOR;78275014;1091244992
1091256176;NUMERO_LOGICO;SEM VALOR;78659056;1091256176
1091356880;NUMERO_LOGICO;SEM VALOR;78652748;1091356880
1091406240;NUMERO_LOGICO;SEM VALOR;78861016;1091406240
1091408464;NUMERO_LOGICO;SEM VALOR;78314695;1091408464
1091551232;NUMERO_LOGICO;SEM VALOR;78549861;1091551232
1091551232;NUMERO_LOGICO;SEM VALOR;78563055;1091551232
1091645776;NUMERO_LOGICO;SEM VALOR;78278722;1091645776
1091757728;NUMERO_LOGICO;SEM VALOR;78566563;1091757728
1091851856;NUMERO_LOGICO;SEM VALOR;78330954;1091851856
1091851856;NUMERO_LOGICO;SEM VALOR;78337809;1091851856
1091888288;NUMERO_LOGICO;SEM VALOR;78406053;1091888288
1092307920;NUMERO_LOGICO;SEM VALOR;78528277;1092307920
1092564800;NUMERO_LOGICO;SEM VALOR;78920314;1092564800
1092623792;NUMERO_LOGICO;SEM VALOR;78192473;1092623792
1092674656;NUMERO_LOGICO;SEM VALOR;78966380;1092674656
1092884960;NUMERO_LOGICO;SEM VALOR;78405178;1092884960
1093486896;NUMERO_LOGICO;SEM VALOR;78505088;1093486896
1093530208;NUMERO_LOGICO;SEM VALOR;78254185;1093530208
1093530208;NUMERO_LOGICO;SEM VALOR;78291705;1093530208
1093681680;NUMERO_LOGICO;SEM VALOR;79019737;1093681680
1093760688;NUMERO_LOGICO;SEM VALOR;78928392;1093760688
1093765280;NUMERO_LOGICO;SEM VALOR;78225215;1077720367
1093847856;NUMERO_LOGICO;SEM VALOR;78922601;1093847856
1094646528;NUMERO_LOGICO;SEM VALOR;78344202;1094646528
1094735520;NUMERO_LOGICO;SEM VALOR;79050300;1094735520
1094754592;NUMERO_LOGICO;SEM VALOR;78794441;1094754592
1095274560;NUMERO_LOGICO;SEM VALOR;78388294;1095274560
1095346048;NUMERO_LOGICO;SEM VALOR;79066519;1095346048
1095424480;NUMERO_LOGICO;SEM VALOR;78986754;1095424480
1095638880;NUMERO_LOGICO;SEM VALOR;78454278;1095638880
1897616;NUMERO_LOGICO;SEM VALOR;78647251;1897616
1999664;NUMERO_LOGICO;SEM VALOR;78302353;1999664
2023024;NUMERO_LOGICO;SEM VALOR;78993725;2023024
2023024;NUMERO_LOGICO;SEM VALOR;78993832;2023024
2710080;NUMERO_LOGICO;SEM VALOR;79007747;2710080
2753456;NUMERO_LOGICO;SEM VALOR;78352949;2753456
4563660400;NUMERO_LOGICO;SEM VALOR;78754217;4563660400
4563727424;NUMERO_LOGICO;SEM VALOR;78550308;4563727424
4564157664;NUMERO_LOGICO;SEM VALOR;78495362;4564157664
4564363280;NUMERO_LOGICO;SEM VALOR;78800908;4564363280
