#EC;SERVICO;CAMPO;VALOR_STAR;VALOR_SEC;EC_MATRIZ;DATA_CONTROLE
"1069547368";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1069547368";"29092017"
"1069720574";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1069720574";"29092017"
"1069894440";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1069894440";"29092017"
"1069937212";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1069937212";"29092017"
"1070096935";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1070096935";"29092017"
"1070431866";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1070431866";"29092017"
"1070464993";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1070464993";"29092017"
"1070898187";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1071288625";"29092017"
"1070898560";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1070898560";"29092017"
"1071288625";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1071288625";"29092017"
"1071676943";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1071676943";"29092017"
"1071822486";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1071822486";"29092017"
"1071839419";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1071839419";"29092017"
"1071839796";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1071839796";"29092017"
"1071954889";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1071954889";"29092017"
"1072156390";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1072156390";"29092017"
"1072394925";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1072394925";"29092017"
"1072732685";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1072732685";"29092017"
"1072812786";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1072812786";"29092017"
"1072911296";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1072911296";"29092017"
"1073103606";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1073103606";"29092017"
"1073159989";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1073159989";"29092017"
"1073538904";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1073538904";"29092017"
"1073706807";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1073706807";"29092017"
"1074223001";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1074223001";"29092017"
"1074230490";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1074230490";"29092017"
"1074463452";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1074463452";"29092017"
"1074664490";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1074664490";"29092017"
"1074665462";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1074665462";"29092017"
"1074776612";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1074776612";"29092017"
"1074848559";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1074848559";"29092017"
"1075159714";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075159714";"29092017"
"1075286163";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075286163";"29092017"
"1075570562";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075570562";"29092017"
"1075699379";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075699379";"29092017"
"1075699883";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075699883";"29092017"
"1075733640";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075733640";"29092017"
"1075779429";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075779429";"29092017"
"1075792891";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1075792891";"29092017"
"1076169551";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1068434250";"29092017"
"1076189234";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1076189234";"29092017"
"1076939896";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1076939896";"29092017"
"1076958920";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1076958920";"29092017"
"1077113541";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1077113541";"29092017"
"1077275517";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1077275517";"29092017"
"1077532552";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1077532552";"29092017"
"1077701702";"CIELO_CONTROLE";"STATUS";"CIELO CONTROLE HABILITADO";"CIELO CONTROLE DESABILITADO";"1077701702";"29092017"
"1077764720";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1077764720";"29092017"
"1077787631";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1077787631";"29092017"
"1077790152";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1077790152";"29092017"
"1077900977";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1077900977";"29092017"
"1079128970";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1079128970";"29092017"
"1079240796";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1079240796";"29092017"
"1079520748";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1079520748";"29092017"
"1079839760";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1079839760";"29092017"
"1079882208";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1079882208";"29092017"
"1080485861";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1080485861";"29092017"
"1080579084";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1080579084";"29092017"
"1080580538";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1080580538";"29092017"
"1080812137";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1080812137";"29092017"
"1080836273";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1080836273";"29092017"
"1080854972";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1080854972";"29092017"
"1081811525";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1081811525";"29092017"
"1081823469";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1081823469";"29092017"
"1081934767";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1081934767";"29092017"
"1081945017";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1081945017";"29092017"
"1082002809";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1082002809";"29092017"
"1082561395";"CIELO_CONTROLE";"STATUS";"CIELO CONTROLE HABILITADO";"CIELO CONTROLE DESABILITADO";"1082561395";"29092017"
"1082638894";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1082638894";"29092017"
"1082705125";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1082705125";"29092017"
"1082905485";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1082905485";"29092017"
"1083193098";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1083193098";"29092017"
"1083250938";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1083250938";"29092017"
"1083746658";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1083746658";"29092017"
"1083877590";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1083877590";"29092017"
"1083933563";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1083933563";"29092017"
"1084084586";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1084084586";"29092017"
"1086040837";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1086040837";"29092017"
"1086054331";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1086054331";"29092017"
"1087243189";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1087243189";"29092017"
"1087339976";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1087339976";"29092017"
"1087677634";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1087677634";"29092017"
"1087749759";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1087749759";"29092017"
"1088121079";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1088121079";"29092017"
"1088751498";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1088751498";"29092017"
"1088917396";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1088917396";"29092017"
"1088918996";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1088918996";"29092017"
"1089375554";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1089375554";"29092017"
"1089707166";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1089707166";"29092017"
"1089920269";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1089920269";"29092017"
"1089972870";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1089972870";"29092017"
"1090395920";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1090395920";"29092017"
"1090443924";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1090443924";"29092017"
"1090485015";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1090485015";"29092017"
"1090706526";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1090706526";"29092017"
"1090785175";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1090785175";"29092017"
"1090892524";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1090892524";"29092017"
"1091155272";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1091155272";"29092017"
"1091782170";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1091782170";"29092017"
"1092107174";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1092107174";"29092017"
"1092116777";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1092116777";"29092017"
"1092165611";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1092165611";"29092017"
"1092352080";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1092352080";"29092017"
"1093070142";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1093070142";"29092017"
"1095113183";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1095113183";"29092017"
"1095114953";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"1095114953";"29092017"
"4560486927";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"4560486927";"29092017"
"4563552020";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"4563552020";"29092017"
"4564253671";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"4564253671";"29092017"
"4564344065";"HABILITACAO_DCC";"STATUS";"DCC HABILITADO";"DCC DESABILITADO";"4564344065";"29092017"
