#EC;BANDEIRA;CAMPO;VALOR_STAR;VALOR_SEC;EC_MATRIZ
"1047063066";"AME";"TRAVA";"S";"N";"1047063066"
"1047092244";"VIS";"TRAVA";"S";"N";"1047092244"
"1047109252";"VIS";"TRAVA";"S";"N";"1047109252"
"1047118618";"AME";"TRAVA";"S";"N";"1047118618"
"1047122046";"MAS";"TRAVA";"N";"S";"1047122046"
"1047122046";"VIS";"TRAVA";"N";"S";"1047122046"
"1047130782";"MAS";"TRAVA";"N";"S";"1014004729"
"1047130782";"VIS";"TRAVA";"N";"S";"1014004729"
"1047134150";"MAS";"TRAVA";"S";"N";"1047134150"
"1047134150";"VIS";"TRAVA";"S";"N";"1047134150"
"1047164610";"MAS";"TRAVA";"S";"N";"1047164610"
"1047167031";"VIS";"TRAVA";"S";"N";"1047167031"
"1047182243";"MAS";"TRAVA";"N";"S";"1047182243"
"1047182243";"VIS";"TRAVA";"N";"S";"1047182243"
"1047185170";"VIS";"TRAVA";"N";"S";"1047185170"
"1047191323";"MAS";"TRAVA";"N";"S";"1047191323"
"1047191323";"VIS";"TRAVA";"N";"S";"1047191323"
"1047197992";"MAS";"TRAVA";"N";"S";"1047197992"
"1047197992";"VIS";"TRAVA";"N";"S";"1047197992"
"1047207327";"MAS";"TRAVA";"S";"N";"1047207327"
"1047207327";"VIS";"TRAVA";"S";"N";"1047207327"
"1047214706";"AME";"TRAVA";"S";"N";"1047214706"
"1047222571";"MAS";"TRAVA";"S";"N";"1047222571"
"1047222571";"VIS";"TRAVA";"S";"N";"1047222571"
"1047238834";"MAS";"TRAVA";"N";"S";"1047238834"
"1047238834";"VIS";"TRAVA";"N";"S";"1047238834"
"1047245911";"MAS";"TRAVA";"N";"S";"1047245911"
"1047245911";"VIS";"TRAVA";"N";"S";"1047245911"
"1047273915";"MAS";"TRAVA";"N";"S";"1047273915"
"1047273915";"VIS";"TRAVA";"N";"S";"1047273915"
"1047280873";"MAS";"TRAVA";"N";"S";"1047280873"
"1047280873";"VIS";"TRAVA";"N";"S";"1047280873"
"1047283139";"MAS";"TRAVA";"S";"N";"1047283139"
"1047283139";"VIS";"TRAVA";"S";"N";"1047283139"
"1047283155";"MAS";"TRAVA";"S";"N";"1047283155"
"1047283155";"VIS";"TRAVA";"S";"N";"1047283155"
"1047308654";"VIS";"TRAVA";"N";"S";"1047308654"
"1047309111";"MAS";"TRAVA";"S";"N";"1047309111"
"1047309111";"VIS";"TRAVA";"S";"N";"1047309111"
"1047317335";"AME";"TRAVA";"S";"N";"1047317335"
"1047341481";"MAS";"TRAVA";"S";"N";"1047341481"
"1047348141";"AME";"TRAVA";"S";"N";"1047348141"
"1047386809";"MAS";"TRAVA";"N";"S";"1047386809"
"1047390083";"MAS";"TRAVA";"N";"S";"1047390083"
"1047390083";"VIS";"TRAVA";"N";"S";"1047390083"
"1047392027";"MAS";"TRAVA";"N";"S";"1047392027"
"1047434480";"MAS";"TRAVA";"S";"N";"1047434480"
"1047434480";"VIS";"TRAVA";"S";"N";"1047434480"
"1047446801";"MAS";"TRAVA";"S";"N";"1047446801"
"1047446801";"VIS";"TRAVA";"S";"N";"1047446801"
"1047460839";"MAS";"TRAVA";"S";"N";"1047460839"
"1047460839";"VIS";"TRAVA";"S";"N";"1047460839"
"1047517130";"MAS";"TRAVA";"N";"S";"1047517130"
"1047517130";"VIS";"TRAVA";"N";"S";"1047517130"
"1047559738";"MAS";"TRAVA";"N";"S";"1047559738"
"1047559738";"VIS";"TRAVA";"N";"S";"1047559738"
"1047562720";"MAS";"TRAVA";"S";"N";"1047562720"
"1047588720";"MAS";"TRAVA";"N";"S";"1047588720"
"1047588720";"VIS";"TRAVA";"N";"S";"1047588720"
"1047617622";"MAS";"TRAVA";"N";"S";"1047617622"
"1047617622";"VIS";"TRAVA";"N";"S";"1047617622"
"1047666364";"MAS";"TRAVA";"N";"S";"1047666364"
"1047666364";"VIS";"TRAVA";"N";"S";"1047666364"
"1047675967";"MAS";"TRAVA";"S";"N";"1047675967"
"1047675967";"VIS";"TRAVA";"S";"N";"1047675967"
"1047685610";"VIS";"TRAVA";"S";"N";"1047685610"
"1047686322";"MAS";"TRAVA";"N";"S";"1047686322"
"1047686322";"VIS";"TRAVA";"N";"S";"1047686322"
"1047694589";"MAS";"TRAVA";"S";"N";"1018623636"
"1047738411";"MAS";"TRAVA";"N";"S";"1047738411"
"1047738411";"VIS";"TRAVA";"N";"S";"1047738411"
"1047749464";"AME";"TRAVA";"S";"N";"1047749464"
"1047750632";"AME";"TRAVA";"S";"N";"1047750632"
"1047767772";"MAS";"TRAVA";"S";"N";"1047767772"
"1047767772";"VIS";"TRAVA";"S";"N";"1047767772"
"1047771940";"MAS";"TRAVA";"S";"N";"1036970261"
"1047771940";"VIS";"TRAVA";"S";"N";"1036970261"
"1047774159";"MAS";"TRAVA";"N";"S";"1047774159"
"1047774159";"VIS";"TRAVA";"N";"S";"1047774159"
"1047774930";"VIS";"TRAVA";"S";"N";"1047774930"
"1047779665";"MAS";"TRAVA";"S";"N";"1047779665"
"1047780035";"MAS";"TRAVA";"N";"S";"1047780035"
"1047780035";"VIS";"TRAVA";"N";"S";"1047780035"
"1047790022";"AME";"TRAVA";"S";"N";"1047790022"
"1047797590";"AME";"TRAVA";"S";"N";"1047797590"
"1047822803";"AME";"TRAVA";"S";"N";"1047822803"
"1047843720";"MAS";"TRAVA";"N";"S";"1047843720"
"1047843720";"VIS";"TRAVA";"N";"S";"1047843720"
"1047846060";"MAS";"TRAVA";"N";"S";"1047846060"
"1047846060";"VIS";"TRAVA";"N";"S";"1047846060"
"1047857194";"MAS";"TRAVA";"N";"S";"1047857194"
"1047857194";"VIS";"TRAVA";"N";"S";"1047857194"
"1047884264";"AME";"TRAVA";"S";"N";"1047884264"
"1047884442";"AME";"TRAVA";"S";"N";"1047884442"
"1047885058";"AME";"TRAVA";"S";"N";"1047885058"
"1047885848";"AME";"TRAVA";"S";"N";"1047885848"
"1047887450";"MAS";"TRAVA";"S";"N";"1047887450"
"1047887450";"VIS";"TRAVA";"S";"N";"1047887450"
"1047887913";"AME";"TRAVA";"S";"N";"1047887913"
"1047894251";"MAS";"TRAVA";"N";"S";"1047894251"
"1047894251";"VIS";"TRAVA";"N";"S";"1047894251"
"1047895738";"MAS";"TRAVA";"S";"N";"1019808516"
"1047918398";"AME";"TRAVA";"S";"N";"1047918398"
"1047930576";"MAS";"TRAVA";"N";"S";"1047930576"
"1047930576";"VIS";"TRAVA";"N";"S";"1047930576"
"1047944607";"MAS";"TRAVA";"S";"N";"1047944607"
"1047944607";"VIS";"TRAVA";"S";"N";"1047944607"
"1047945930";"VIS";"TRAVA";"S";"N";"1047945930"
"1047950240";"VIS";"TRAVA";"N";"S";"1047950240"
"1047957326";"VIS";"TRAVA";"S";"N";"1047957326"
"1047960041";"VIS";"TRAVA";"S";"N";"1047960041"
"1047985052";"MAS";"TRAVA";"S";"N";"1047985052"
"1047985052";"VIS";"TRAVA";"S";"N";"1047985052"
"1048005140";"HIP";"TRAVA";"S";"N";"1048005140"
"1048026369";"MAS";"TRAVA";"N";"S";"1048026369"
"1048029147";"AME";"TRAVA";"S";"N";"1048029147"
"1048046580";"AME";"TRAVA";"S";"N";"1048046580"
"1048064007";"MAS";"TRAVA";"N";"S";"1048064007"
"1048064007";"VIS";"TRAVA";"N";"S";"1048064007"
"1048068258";"MAS";"TRAVA";"N";"S";"1048068258"
"1048068258";"VIS";"TRAVA";"N";"S";"1048068258"
"1048069599";"VIS";"TRAVA";"N";"S";"1048069599"
"1048073529";"MAS";"TRAVA";"N";"S";"1048073529"
"1048074967";"AME";"TRAVA";"S";"N";"1048074967"
"1048078458";"MAS";"TRAVA";"N";"S";"1048078458"
"1048078458";"VIS";"TRAVA";"N";"S";"1048078458"
"1048081211";"HIP";"TRAVA";"S";"N";"1048081211"
"1048092191";"VIS";"TRAVA";"S";"N";"1048092191"
"1048096952";"MAS";"TRAVA";"S";"N";"1048096952"
"1048105498";"MAS";"TRAVA";"N";"S";"1048105498"
"1048105498";"VIS";"TRAVA";"N";"S";"1048105498"
"1048106532";"MAS";"TRAVA";"N";"S";"1048106532"
"1048106532";"VIS";"TRAVA";"N";"S";"1048106532"
"1048108012";"AME";"TRAVA";"S";"N";"1048108012"
"1048110157";"VIS";"TRAVA";"N";"S";"1048110157"
"1048114829";"MAS";"TRAVA";"N";"S";"1048114829"
"1048114829";"VIS";"TRAVA";"N";"S";"1048114829"
"1048122333";"MAS";"TRAVA";"N";"S";"1048122333"
"1048122333";"VIS";"TRAVA";"N";"S";"1048122333"
"1048145511";"MAS";"TRAVA";"N";"S";"1048145511"
"1048145511";"VIS";"TRAVA";"N";"S";"1048145511"
"1048149347";"AME";"TRAVA";"S";"N";"1048149347"
"1048193982";"MAS";"TRAVA";"N";"S";"1048193982"
"1048193982";"VIS";"TRAVA";"N";"S";"1048193982"
"1048195195";"MAS";"TRAVA";"N";"S";"1048195195"
"1048195195";"VIS";"TRAVA";"N";"S";"1048195195"
"1048216885";"MAS";"TRAVA";"S";"N";"1048216885"
"1048216885";"VIS";"TRAVA";"S";"N";"1048216885"
"1048227194";"MAS";"TRAVA";"S";"N";"1048227194"
"1048236398";"MAS";"TRAVA";"S";"N";"1048236398"
"1048236398";"VIS";"TRAVA";"S";"N";"1048236398"
"1048250188";"MAS";"TRAVA";"N";"S";"1048250188"
"1048250188";"VIS";"TRAVA";"N";"S";"1048250188"
"1048260078";"MAS";"TRAVA";"N";"S";"1048260078"
"1048260078";"VIS";"TRAVA";"N";"S";"1048260078"
"1048266157";"MAS";"TRAVA";"S";"N";"1048266157"
"1048279143";"MAS";"TRAVA";"N";"S";"1048279143"
"1048279143";"VIS";"TRAVA";"N";"S";"1048279143"
"1048301866";"AME";"TRAVA";"S";"N";"1048301866"
"1048305454";"MAS";"TRAVA";"N";"S";"1048305454"
"1048305454";"VIS";"TRAVA";"N";"S";"1048305454"
"1048306159";"MAS";"TRAVA";"N";"S";"1048306159"
"1048306159";"VIS";"TRAVA";"N";"S";"1048306159"
"1048312787";"MAS";"TRAVA";"N";"S";"1048312787"
"1048312787";"VIS";"TRAVA";"N";"S";"1048312787"
"1048319722";"MAS";"TRAVA";"N";"S";"1048319722"
"1048325080";"AME";"TRAVA";"S";"N";"1048325080"
"1048325528";"MAS";"TRAVA";"N";"S";"1048325528"
"1048325528";"VIS";"TRAVA";"N";"S";"1048325528"
"1048341272";"MAS";"TRAVA";"N";"S";"1048341272"
"1048341272";"VIS";"TRAVA";"N";"S";"1048341272"
"1048347394";"MAS";"TRAVA";"N";"S";"1048347394"
"1048347394";"VIS";"TRAVA";"N";"S";"1048347394"
"1048348919";"MAS";"TRAVA";"N";"S";"1048348919"
"1048348919";"VIS";"TRAVA";"N";"S";"1048348919"
"1048356415";"AME";"TRAVA";"S";"N";"1048356415"
"1048358205";"MAS";"TRAVA";"N";"S";"1048358205"
"1048358205";"VIS";"TRAVA";"N";"S";"1048358205"
"1048389739";"MAS";"TRAVA";"S";"N";"1048389739"
"1048389739";"VIS";"TRAVA";"S";"N";"1048389739"
"1048403987";"MAS";"TRAVA";"S";"N";"1048403987"
"1048418569";"MAS";"TRAVA";"S";"N";"1048418569"
"1048418569";"VIS";"TRAVA";"S";"N";"1048418569"
"1048421268";"VIS";"TRAVA";"N";"S";"1048421268"
"1048445000";"AME";"TRAVA";"S";"N";"1048445000"
"1048453461";"DIN";"TRAVA";"N";"S";"1048453461"
"1048459010";"MAS";"TRAVA";"S";"N";"1048459010"
"1048459010";"VIS";"TRAVA";"S";"N";"1048459010"
"1048465176";"AME";"TRAVA";"S";"N";"1048465176"
"1048465591";"MAS";"TRAVA";"S";"N";"1048465591"
"1048492157";"MAS";"TRAVA";"N";"S";"1048492157"
"1048492157";"VIS";"TRAVA";"N";"S";"1048492157"
"1048517052";"MAS";"TRAVA";"N";"S";"1048517052"
"1048517052";"VIS";"TRAVA";"N";"S";"1048517052"
"1048525829";"VIS";"TRAVA";"N";"S";"1048525829"
"1048527198";"MAS";"TRAVA";"N";"S";"1048527198"
"1048527198";"VIS";"TRAVA";"N";"S";"1048527198"
"1048550556";"MAS";"TRAVA";"N";"S";"1048550556"
"1048550556";"VIS";"TRAVA";"N";"S";"1048550556"
"1048576911";"MAS";"TRAVA";"S";"N";"1048576911"
"1048603072";"VIS";"TRAVA";"S";"N";"1048603072"
"1048607493";"MAS";"TRAVA";"S";"N";"1048607493"
"1048610397";"VIS";"TRAVA";"S";"N";"1048610397"
"1048612683";"MAS";"TRAVA";"N";"S";"1048612683"
"1048612683";"VIS";"TRAVA";"N";"S";"1048612683"
"1048624630";"MAS";"TRAVA";"N";"S";"1048624630"
"1048636019";"HIP";"TRAVA";"S";"N";"1048636019"
"1048645018";"AME";"TRAVA";"S";"N";"1048645018"
"1048675626";"AME";"TRAVA";"S";"N";"1048675626"
"1048676363";"VIS";"TRAVA";"S";"N";"1048676363"
"1048691737";"AME";"TRAVA";"S";"N";"1048691737"
"1048696321";"MAS";"TRAVA";"N";"S";"1048696321"
"1048696321";"VIS";"TRAVA";"N";"S";"1048696321"
"1048699940";"MAS";"TRAVA";"N";"S";"1048699940"
"1048699940";"VIS";"TRAVA";"N";"S";"1048699940"
"1048718805";"VIS";"TRAVA";"S";"N";"1048718805"
"1048722527";"MAS";"TRAVA";"S";"N";"1048722527"
"1048746868";"MAS";"TRAVA";"N";"S";"1048746868"
"1048746868";"VIS";"TRAVA";"N";"S";"1048746868"
"1048760747";"MAS";"TRAVA";"N";"S";"1048760747"
"1048760747";"VIS";"TRAVA";"N";"S";"1048760747"
"1048783542";"MAS";"TRAVA";"N";"S";"1048783542"
"1048783542";"VIS";"TRAVA";"N";"S";"1048783542"
"1048796458";"MAS";"TRAVA";"N";"S";"1048796458"
"1048797365";"AME";"TRAVA";"S";"N";"1048797365"
"1048799821";"MAS";"TRAVA";"N";"S";"1048799821"
"1048799821";"VIS";"TRAVA";"N";"S";"1048799821"
"1048815347";"MAS";"TRAVA";"N";"S";"1048815347"
"1048815347";"VIS";"TRAVA";"N";"S";"1048815347"
"1048861780";"MAS";"TRAVA";"S";"N";"1048861780"
"1048861780";"VIS";"TRAVA";"S";"N";"1048861780"
"1048901391";"MAS";"TRAVA";"N";"S";"1048901391"
"1048902649";"MAS";"TRAVA";"S";"N";"1048902649"
"1048902649";"VIS";"TRAVA";"S";"N";"1048902649"
"1048907624";"VIS";"TRAVA";"N";"S";"1048907624"
"1048913756";"MAS";"TRAVA";"S";"N";"1048913756"
"1048913756";"VIS";"TRAVA";"S";"N";"1048913756"
"1048924928";"VIS";"TRAVA";"S";"N";"1048924928"
"1048936349";"MAS";"TRAVA";"S";"N";"1048936349"
"1048936349";"VIS";"TRAVA";"S";"N";"1048936349"
"1048967805";"MAS";"TRAVA";"N";"S";"1048967805"
"1048967805";"VIS";"TRAVA";"N";"S";"1048967805"
"1048993288";"MAS";"TRAVA";"N";"S";"1048993288"
"1048993288";"VIS";"TRAVA";"N";"S";"1048993288"
"1049017762";"AME";"TRAVA";"S";"N";"1049017762"
"1049018866";"AME";"TRAVA";"S";"N";"1049018866"
"1049024750";"MAS";"TRAVA";"N";"S";"1049024750"
"1049024750";"VIS";"TRAVA";"N";"S";"1049024750"
"1049047980";"MAS";"TRAVA";"N";"S";"1046227901"
"1049047980";"VIS";"TRAVA";"N";"S";"1046227901"
"1049060226";"AME";"TRAVA";"S";"N";"1049060226"
"1049068898";"MAS";"TRAVA";"N";"S";"1049068898"
"1049068898";"VIS";"TRAVA";"N";"S";"1049068898"
"1049080049";"MAS";"TRAVA";"N";"S";"1049080049"
"1049080049";"VIS";"TRAVA";"N";"S";"1049080049"
"1049095712";"MAS";"TRAVA";"N";"S";"1049095712"
"1049095712";"VIS";"TRAVA";"N";"S";"1049095712"
"1049097383";"DIN";"TRAVA";"N";"S";"1049097383"
"1049097383";"MAS";"TRAVA";"N";"S";"1049097383"
"1049131042";"MAS";"TRAVA";"N";"S";"1049131042"
"1049131042";"VIS";"TRAVA";"N";"S";"1049131042"
"1049136575";"VIS";"TRAVA";"S";"N";"1049136575"
"1049145060";"VIS";"TRAVA";"S";"N";"1049145060"
"1049165664";"AME";"TRAVA";"S";"N";"1049165664"
"1049166695";"MAS";"TRAVA";"S";"N";"1049166695"
"1049166695";"VIS";"TRAVA";"S";"N";"1049166695"
"1049171761";"VIS";"TRAVA";"S";"N";"1049171761"
"1049174760";"VIS";"TRAVA";"N";"S";"1049174760"
"1049185754";"MAS";"TRAVA";"S";"N";"1049185754"
"1049209084";"MAS";"TRAVA";"N";"S";"1049209084"
"1049209084";"VIS";"TRAVA";"N";"S";"1049209084"
"1049222307";"MAS";"TRAVA";"N";"S";"1049222307"
"1049264158";"MAS";"TRAVA";"N";"S";"1049264158"
"1049264158";"VIS";"TRAVA";"N";"S";"1049264158"
"1049272878";"AME";"TRAVA";"S";"N";"1049272878"
"1049286437";"MAS";"TRAVA";"N";"S";"1049286437"
"1049286437";"VIS";"TRAVA";"N";"S";"1049286437"
"1049295738";"AME";"TRAVA";"S";"N";"1049295738"
"1049296505";"MAS";"TRAVA";"N";"S";"1049296505"
"1049296505";"VIS";"TRAVA";"N";"S";"1049296505"
"1049296920";"MAS";"TRAVA";"N";"S";"1049296920"
"1049296920";"VIS";"TRAVA";"N";"S";"1049296920"
"1049301894";"MAS";"TRAVA";"S";"N";"1049301894"
"1049301894";"VIS";"TRAVA";"S";"N";"1049301894"
"1049302084";"MAS";"TRAVA";"N";"S";"1049302084"
"1049302084";"VIS";"TRAVA";"N";"S";"1049302084"
"1049318207";"MAS";"TRAVA";"N";"S";"1049318207"
"1049318207";"VIS";"TRAVA";"N";"S";"1049318207"
"1049342809";"AME";"TRAVA";"S";"N";"1049342809"
"1049350526";"MAS";"TRAVA";"S";"N";"1049350526"
"1049358675";"MAS";"TRAVA";"N";"S";"1049358675"
"1049358721";"MAS";"TRAVA";"N";"S";"1049358721"
"1049358721";"VIS";"TRAVA";"N";"S";"1049358721"
"1049393152";"MAS";"TRAVA";"N";"S";"1049393152"
"1049393152";"VIS";"TRAVA";"N";"S";"1049393152"
"1049395309";"MAS";"TRAVA";"S";"N";"1049395309"
"1049409750";"MAS";"TRAVA";"S";"N";"1049409750"
"1049409750";"VIS";"TRAVA";"S";"N";"1049409750"
"1049411347";"MAS";"TRAVA";"S";"N";"1049411347"
"1049411347";"VIS";"TRAVA";"S";"N";"1049411347"
"1049411797";"MAS";"TRAVA";"N";"S";"1049411797"
"1049411797";"VIS";"TRAVA";"N";"S";"1049411797"
"1049415075";"AME";"TRAVA";"S";"N";"1049415075"
"1049418660";"MAS";"TRAVA";"N";"S";"1049418660"
"1049434789";"MAS";"TRAVA";"N";"S";"1049434789"
"1049440436";"AME";"TRAVA";"S";"N";"1049440436"
"1049443788";"MAS";"TRAVA";"N";"S";"1049443788"
"1049443788";"VIS";"TRAVA";"N";"S";"1049443788"
"1049444130";"MAS";"TRAVA";"N";"S";"1049444130"
"1049444130";"VIS";"TRAVA";"N";"S";"1049444130"
"1049450776";"MAS";"TRAVA";"N";"S";"1049450776"
"1049450776";"VIS";"TRAVA";"N";"S";"1049450776"
"1049451632";"MAS";"TRAVA";"N";"S";"1049451632"
"1049451632";"VIS";"TRAVA";"N";"S";"1049451632"
"1049472966";"AME";"TRAVA";"S";"N";"1049472966"
"1049497691";"MAS";"TRAVA";"N";"S";"1049497691"
"1049497691";"VIS";"TRAVA";"N";"S";"1049497691"
"1049515916";"MAS";"TRAVA";"N";"S";"1049515916"
"1049515916";"VIS";"TRAVA";"N";"S";"1049515916"
"1049529321";"AME";"TRAVA";"S";"N";"1049529321"
"1049548016";"AME";"TRAVA";"S";"N";"1049548016"
"1049554377";"AME";"TRAVA";"S";"N";"1049554377"
"1049556736";"MAS";"TRAVA";"S";"N";"1049556736"
"1049556736";"VIS";"TRAVA";"S";"N";"1049556736"
"1049583091";"MAS";"TRAVA";"N";"S";"1049583091"
"1049583091";"VIS";"TRAVA";"N";"S";"1049583091"
"1049584179";"MAS";"TRAVA";"N";"S";"1049584179"
"1049584179";"VIS";"TRAVA";"N";"S";"1049584179"
"1049584187";"MAS";"TRAVA";"S";"N";"1049584187"
"1049584187";"VIS";"TRAVA";"S";"N";"1049584187"
"1049586449";"VIS";"TRAVA";"S";"N";"1049586449"
"1049587461";"MAS";"TRAVA";"N";"S";"1049587461"
"1049589529";"MAS";"TRAVA";"N";"S";"1049589529"
"1049589529";"VIS";"TRAVA";"N";"S";"1049589529"
"1049598510";"MAS";"TRAVA";"N";"S";"1024559545"
"1049598510";"VIS";"TRAVA";"N";"S";"1024559545"
"1049606237";"MAS";"TRAVA";"N";"S";"1049606237"
"1049606237";"VIS";"TRAVA";"N";"S";"1049606237"
"1049608329";"MAS";"TRAVA";"N";"S";"1049608329"
"1049608329";"VIS";"TRAVA";"N";"S";"1049608329"
"1049658512";"MAS";"TRAVA";"N";"S";"1049658512"
"1049658512";"VIS";"TRAVA";"N";"S";"1049658512"
"1049660193";"AME";"TRAVA";"S";"N";"1049660193"
"1049668038";"MAS";"TRAVA";"N";"S";"1049668038"
"1049683231";"VIS";"TRAVA";"N";"S";"1049683231"
"1049702210";"AME";"TRAVA";"S";"N";"1049702210"
"1049717110";"MAS";"TRAVA";"S";"N";"1049717110"
"1049720323";"MAS";"TRAVA";"S";"N";"1049720323"
"1049720323";"VIS";"TRAVA";"S";"N";"1049720323"
"1049752438";"MAS";"TRAVA";"S";"N";"1049752438"
"1049765254";"MAS";"TRAVA";"N";"S";"1049765254"
"1049765254";"VIS";"TRAVA";"N";"S";"1049765254"
"1049778267";"AME";"TRAVA";"S";"N";"1049778267"
"1049804977";"AME";"TRAVA";"S";"N";"1049804977"
"1049825222";"MAS";"TRAVA";"N";"S";"1049825222"
"1049825222";"VIS";"TRAVA";"N";"S";"1049825222"
"1049828760";"HIP";"TRAVA";"S";"N";"1049828760"
"1049828973";"MAS";"TRAVA";"N";"S";"1049828973"
"1049828973";"VIS";"TRAVA";"N";"S";"1049828973"
"1049834590";"MAS";"TRAVA";"S";"N";"1049834590"
"1049834590";"VIS";"TRAVA";"S";"N";"1049834590"
"1049836739";"VIS";"TRAVA";"S";"N";"1049836739"
"1049838995";"MAS";"TRAVA";"S";"N";"1049838995"
"1049838995";"VIS";"TRAVA";"S";"N";"1049838995"
"1049841511";"MAS";"TRAVA";"S";"N";"1049841511"
"1049848583";"MAS";"TRAVA";"S";"N";"1049848583"
"1049848583";"VIS";"TRAVA";"S";"N";"1049848583"
"1049865348";"AME";"TRAVA";"S";"N";"1049865348"
"1049901069";"MAS";"TRAVA";"N";"S";"1049901069"
"1049917950";"VIS";"TRAVA";"N";"S";"1049917950"
"1049925928";"MAS";"TRAVA";"N";"S";"1049925928"
"1049925928";"VIS";"TRAVA";"N";"S";"1049925928"
"1049937624";"AME";"TRAVA";"S";"N";"1049937624"
"1049940145";"AME";"TRAVA";"S";"N";"1049940145"
"1049941923";"MAS";"TRAVA";"N";"S";"1049941923"
"1049941923";"VIS";"TRAVA";"N";"S";"1049941923"
"1049948561";"MAS";"TRAVA";"N";"S";"1049948561"
"1049948561";"VIS";"TRAVA";"N";"S";"1049948561"
"1049963072";"MAS";"TRAVA";"S";"N";"1049963072"
"1049963072";"VIS";"TRAVA";"S";"N";"1049963072"
"1049968899";"VIS";"TRAVA";"S";"N";"1049968899"
"1049973027";"MAS";"TRAVA";"S";"N";"1049973027"
"1049981216";"MAS";"TRAVA";"N";"S";"1049981216"
"1049995454";"MAS";"TRAVA";"N";"S";"1049995454"
"1049995454";"VIS";"TRAVA";"N";"S";"1049995454"
"1050005365";"AME";"TRAVA";"S";"N";"1050005365"
"1050005578";"AME";"TRAVA";"S";"N";"1050005578"
"1050007716";"MAS";"TRAVA";"N";"S";"1050007716"
"1050015492";"AME";"TRAVA";"S";"N";"1050015492"
"1050016278";"MAS";"TRAVA";"N";"S";"1050016278"
"1050017274";"AME";"TRAVA";"S";"N";"1050017274"
"1050031510";"VIS";"TRAVA";"N";"S";"1050031510"
"1050032206";"MAS";"TRAVA";"N";"S";"1050032206"
"1050032206";"VIS";"TRAVA";"N";"S";"1050032206"
"1050037453";"VIS";"TRAVA";"N";"S";"1050037453"
"1050043500";"MAS";"TRAVA";"N";"S";"1050043500"
"1050051626";"MAS";"TRAVA";"S";"N";"1050051626"
"1050051626";"VIS";"TRAVA";"S";"N";"1050051626"
"1050074740";"MAS";"TRAVA";"N";"S";"1050074740"
"1050074740";"VIS";"TRAVA";"N";"S";"1050074740"
"1050088392";"AME";"TRAVA";"S";"N";"1050088392"
"1050133754";"MAS";"TRAVA";"N";"S";"1050133754"
"1050133754";"VIS";"TRAVA";"N";"S";"1050133754"
"1050142966";"AME";"TRAVA";"S";"N";"1050142966"
"1050158846";"VIS";"TRAVA";"N";"S";"1050158846"
"1050180744";"VIS";"TRAVA";"N";"S";"1005348038"
"1050180981";"VIS";"TRAVA";"N";"S";"1005590386"
"1050190065";"MAS";"TRAVA";"N";"S";"1025128556"
"1050199674";"MAS";"TRAVA";"N";"S";"1050199674"
"1050199674";"VIS";"TRAVA";"N";"S";"1050199674"
"1050204597";"MAS";"TRAVA";"N";"S";"1050204597"
"1050204597";"VIS";"TRAVA";"N";"S";"1050204597"
"1050205054";"AME";"TRAVA";"S";"N";"1050205054"
"1050209700";"MAS";"TRAVA";"S";"N";"1050209700"
"1050209700";"VIS";"TRAVA";"S";"N";"1050209700"
"1050218377";"MAS";"TRAVA";"N";"S";"1050218377"
"1050218377";"VIS";"TRAVA";"N";"S";"1050218377"
"1050247911";"MAS";"TRAVA";"N";"S";"1050247911"
"1050250912";"VIS";"TRAVA";"S";"N";"1050250912"
"1050277691";"MAS";"TRAVA";"S";"N";"1050277691"
"1050283276";"MAS";"TRAVA";"N";"S";"1050283276"
"1050283276";"VIS";"TRAVA";"N";"S";"1050283276"
"1050283519";"AME";"TRAVA";"S";"N";"1050283519"
"1050285333";"MAS";"TRAVA";"N";"S";"1050285333"
"1050285333";"VIS";"TRAVA";"N";"S";"1050285333"
"1050290191";"MAS";"TRAVA";"S";"N";"1050290191"
"1050292160";"MAS";"TRAVA";"N";"S";"1050292160"
"1050292160";"VIS";"TRAVA";"N";"S";"1050292160"
"1050294995";"VIS";"TRAVA";"S";"N";"1050294995"
"1050314414";"AME";"TRAVA";"S";"N";"1050314414"
"1050322867";"VIS";"TRAVA";"S";"N";"1050322867"
"1050328865";"MAS";"TRAVA";"N";"S";"1050328865"
"1050328865";"VIS";"TRAVA";"N";"S";"1050328865"
"1050332285";"MAS";"TRAVA";"N";"S";"1050332285"
"1050340512";"MAS";"TRAVA";"S";"N";"1050340512"
"1050343066";"MAS";"TRAVA";"N";"S";"1050343066"
"1050343066";"VIS";"TRAVA";"N";"S";"1050343066"
"1050347690";"MAS";"TRAVA";"N";"S";"1050347690"
"1050347690";"VIS";"TRAVA";"N";"S";"1050347690"
"1050352162";"MAS";"TRAVA";"S";"N";"1050352162"
"1050352162";"VIS";"TRAVA";"S";"N";"1050352162"
"1050377386";"MAS";"TRAVA";"N";"S";"1050377386"
"1050377386";"VIS";"TRAVA";"N";"S";"1050377386"
"1050380506";"VIS";"TRAVA";"S";"N";"1050380506"
"1050382096";"MAS";"TRAVA";"S";"N";"1050382096"
"1050382096";"VIS";"TRAVA";"S";"N";"1050382096"
"1050385060";"MAS";"TRAVA";"N";"S";"1050385060"
"1050385060";"VIS";"TRAVA";"N";"S";"1050385060"
"1050411460";"MAS";"TRAVA";"N";"S";"1050411460"
"1050411460";"VIS";"TRAVA";"N";"S";"1050411460"
"1050422462";"AME";"TRAVA";"S";"N";"1050422462"
"1050430279";"MAS";"TRAVA";"N";"S";"1050430279"
