#EC;BANDEIRA;CAMPO;VALOR_STAR;VALOR_SEC;EC_MATRIZ
"1000012074";"MAS";"TRAVA";"S";"N";"1000012074"
"1000030390";"DIN";"TRAVA";"S";"N";"70169691"
"1000083451";"MAS";"TRAVA";"S";"N";"1000083451"
"1000107059";"VIS";"TRAVA";"N";"S";"1000107059"
"1000107342";"VIS";"TRAVA";"S";"N";"1000107342"
"1000146372";"MAS";"TRAVA";"S";"N";"1000146372"
"1000166160";"MAS";"TRAVA";"N";"S";"1000166160"
"1000178169";"VIS";"TRAVA";"N";"S";"1000178169"
"1000180147";"MAS";"TRAVA";"N";"S";"1000180147"
"1000185467";"VIS";"TRAVA";"N";"S";"1000185467"
"1000195462";"MAS";"TRAVA";"N";"S";"1000195462"
"1000195462";"VIS";"TRAVA";"N";"S";"1000195462"
"1000198283";"DIN";"TRAVA";"S";"N";"1000198283"
"1000199727";"MAS";"TRAVA";"S";"N";"1000199727"
"1000208505";"MAS";"TRAVA";"S";"N";"1000208505"
"1000214424";"AME";"TRAVA";"S";"N";"1000214424"
"1000236452";"MAS";"TRAVA";"N";"S";"1000236452"
"1000236452";"VIS";"TRAVA";"N";"S";"1000236452"
"1000243220";"MAS";"TRAVA";"S";"N";"1000243220"
"1000244625";"MAS";"TRAVA";"S";"N";"1000244625"
"1000247772";"MAS";"TRAVA";"S";"N";"1000247772"
"1000334357";"MAS";"TRAVA";"N";"S";"1000334357"
"1000346100";"MAS";"TRAVA";"S";"N";"1000346100"
"1000351863";"MAS";"TRAVA";"N";"S";"1000351863"
"1000351863";"VIS";"TRAVA";"N";"S";"1000351863"
"1000356121";"MAS";"TRAVA";"S";"N";"1000356121"
"1000360021";"MAS";"TRAVA";"N";"S";"1000360021"
"1000372453";"MAS";"TRAVA";"S";"N";"1000372453"
"1000376726";"MAS";"TRAVA";"N";"S";"1000376726"
"1000390877";"MAS";"TRAVA";"S";"N";"1000390877"
"1000393752";"MAS";"TRAVA";"S";"N";"1000393752"
"1000393752";"VIS";"TRAVA";"S";"N";"1000393752"
"1000403960";"DIN";"TRAVA";"S";"N";"1000399718"
"1000407087";"AME";"TRAVA";"S";"N";"1000407087"
"1000413150";"MAS";"TRAVA";"S";"N";"1000413150"
"1000426243";"MAS";"TRAVA";"S";"N";"1000426243"
"1000426243";"VIS";"TRAVA";"S";"N";"1000426243"
"1000430534";"MAS";"TRAVA";"S";"N";"1000430534"
"1000430534";"VIS";"TRAVA";"N";"S";"1000430534"
"1000430615";"MAS";"TRAVA";"S";"N";"1000430615"
"1000435935";"MAS";"TRAVA";"S";"N";"1000435935"
"1000435935";"VIS";"TRAVA";"S";"N";"1000435935"
"1000474949";"VIS";"TRAVA";"S";"N";"1000474949"
"1000501130";"MAS";"TRAVA";"S";"N";"1000501130"
"1000511798";"MAS";"TRAVA";"S";"N";"1000511798"
"1000520240";"VIS";"TRAVA";"N";"S";"1000520240"
"1000536553";"MAS";"TRAVA";"N";"S";"1000536553"
"1000536553";"VIS";"TRAVA";"N";"S";"1000536553"
"1000544742";"DIN";"TRAVA";"S";"N";"1000544742"
"1000548233";"MAS";"TRAVA";"N";"S";"1000548233"
"1000548241";"MAS";"TRAVA";"S";"N";"1000548241"
"1000548594";"MAS";"TRAVA";"S";"N";"1000548594"
"1000550564";"MAS";"TRAVA";"N";"S";"1000550564"
"1000550564";"VIS";"TRAVA";"N";"S";"1000550564"
"1000565766";"VIS";"TRAVA";"N";"S";"1000565766"
"1000574323";"VIS";"TRAVA";"N";"S";"1000574323"
"1000578965";"MAS";"TRAVA";"N";"S";"1000578965"
"1000578965";"VIS";"TRAVA";"N";"S";"1000578965"
"1000590493";"MAS";"TRAVA";"N";"S";"1000590493"
"1000603536";"MAS";"TRAVA";"S";"N";"1000603536"
"1000624428";"MAS";"TRAVA";"S";"N";"1506293"
"1000630533";"MAS";"TRAVA";"N";"S";"1000630533"
"1000630533";"VIS";"TRAVA";"N";"S";"1000630533"
"1000637171";"MAS";"TRAVA";"S";"N";"1000637171"
"1000645204";"MAS";"TRAVA";"S";"N";"1000645204"
"1000659957";"MAS";"TRAVA";"N";"S";"1000659957"
"1000674565";"MAS";"TRAVA";"S";"N";"1000674565"
"1000674565";"VIS";"TRAVA";"S";"N";"1000674565"
"1000680611";"MAS";"TRAVA";"N";"S";"1000680611"
"1000683149";"VIS";"TRAVA";"N";"S";"1000683149"
"1000683408";"MAS";"TRAVA";"S";"N";"1000683408"
"1000685486";"MAS";"TRAVA";"S";"N";"1000685486"
"1000690552";"VIS";"TRAVA";"N";"S";"1000690552"
"1000725305";"MAS";"TRAVA";"S";"N";"1000725305"
"1000726581";"MAS";"TRAVA";"S";"N";"1000726581"
"1000741785";"MAS";"TRAVA";"S";"N";"1000741785"
"1000753082";"VIS";"TRAVA";"S";"N";"1000753082"
"1000768462";"MAS";"TRAVA";"S";"N";"1000768462"
"1000774381";"MAS";"TRAVA";"S";"N";"1000774381"
"1000774403";"MAS";"TRAVA";"N";"S";"1000774403"
"1000774403";"VIS";"TRAVA";"N";"S";"1000774403"
"1000779456";"MAS";"TRAVA";"N";"S";"1000779456"
"1000792479";"DIN";"TRAVA";"S";"N";"1000792479"
"1000803110";"MAS";"TRAVA";"S";"N";"1000803110"
"1000806224";"MAS";"TRAVA";"S";"N";"1000806224"
"1000806224";"VIS";"TRAVA";"S";"N";"1000806224"
"1000818818";"MAS";"TRAVA";"S";"N";"1000818818"
"1000821266";"DIN";"TRAVA";"S";"N";"1000821266"
"1000825008";"AME";"TRAVA";"S";"N";"1000825008"
"1000828538";"VIS";"TRAVA";"N";"S";"1000828538"
"1000834562";"MAS";"TRAVA";"N";"S";"1000834562"
"1000868432";"DIN";"TRAVA";"S";"N";"1000868432"
"1000868483";"MAS";"TRAVA";"N";"S";"1000868483"
"1000876516";"VIS";"TRAVA";"N";"S";"1000876516"
"1000886430";"MAS";"TRAVA";"S";"N";"1000886430"
"1000892600";"MAS";"TRAVA";"N";"S";"1000892600"
"1000892600";"VIS";"TRAVA";"N";"S";"1000892600"
"1000933242";"MAS";"TRAVA";"S";"N";"1000933242"
"1000954690";"MAS";"TRAVA";"N";"S";"1000954690"
"1000970490";"MAS";"TRAVA";"N";"S";"1000970490"
"1000987946";"MAS";"TRAVA";"N";"S";"1000987946"
"1000991803";"MAS";"TRAVA";"S";"N";"1000991803"
"1001011373";"MAS";"TRAVA";"S";"N";"1001011373"
"1001034810";"MAS";"TRAVA";"N";"S";"1001034810"
"1001040608";"MAS";"TRAVA";"S";"N";"1001040608"
"1001045111";"MAS";"TRAVA";"N";"S";"1001045111"
"1001045111";"VIS";"TRAVA";"N";"S";"1001045111"
"1001073956";"MAS";"TRAVA";"S";"N";"1001073956"
"1001073956";"VIS";"TRAVA";"S";"N";"1001073956"
"1001075746";"VIS";"TRAVA";"N";"S";"1001075746"
"1001075819";"MAS";"TRAVA";"S";"N";"1001075819"
"1001076491";"MAS";"TRAVA";"S";"N";"1001076491"
"1001076491";"VIS";"TRAVA";"S";"N";"1001076491"
"1001082815";"MAS";"TRAVA";"S";"N";"1001082815"
"1001084761";"AME";"TRAVA";"S";"N";"1001084761"
"1001091970";"DIN";"TRAVA";"S";"N";"1001091970"
"1001095976";"MAS";"TRAVA";"S";"N";"1001095976"
"1001099556";"DIN";"TRAVA";"S";"N";"1001099556"
"1001099823";"DIN";"TRAVA";"S";"N";"1001099823"
"1001099874";"MAS";"TRAVA";"N";"S";"1001099874"
"1001099874";"VIS";"TRAVA";"N";"S";"1001099874"
"1001109497";"MAS";"TRAVA";"S";"N";"1001109497"
"1001116140";"MAS";"TRAVA";"N";"S";"1001116140"
"1001129609";"MAS";"TRAVA";"S";"N";"1001129609"
"1001140084";"MAS";"TRAVA";"N";"S";"1001140084"
"1001149189";"DIN";"TRAVA";"S";"N";"1001149189"
"1001161855";"MAS";"TRAVA";"S";"N";"1001161839"
"1001162975";"DIN";"TRAVA";"S";"N";"1001162975"
"1001164609";"VIS";"TRAVA";"N";"S";"1001164609"
"1001195270";"MAS";"TRAVA";"N";"S";"1001195270"
"1001222412";"MAS";"TRAVA";"N";"S";"1001222412"
"1001222412";"VIS";"TRAVA";"N";"S";"1001222412"
"1001259219";"AME";"TRAVA";"S";"N";"1001259219"
"1001270808";"MAS";"TRAVA";"S";"N";"1001270808"
"1001279996";"MAS";"TRAVA";"N";"S";"1001279996"
"1001279996";"VIS";"TRAVA";"N";"S";"1001279996"
"1001299148";"MAS";"TRAVA";"N";"S";"1001299148"
"1001335195";"MAS";"TRAVA";"S";"N";"1001335195"
"1001338615";"MAS";"TRAVA";"S";"N";"1001338615"
"1001339239";"VIS";"TRAVA";"N";"S";"1001339239"
"1001341551";"MAS";"TRAVA";"S";"N";"1001341551"
"1001343422";"MAS";"TRAVA";"N";"S";"1001343422"
"1001347274";"MAS";"TRAVA";"N";"S";"1001347274"
"1001360386";"VIS";"TRAVA";"S";"N";"1001360386"
"1001361102";"MAS";"TRAVA";"S";"N";"1001361102"
"1001368638";"MAS";"TRAVA";"S";"N";"1001368638"
"1001387233";"MAS";"TRAVA";"S";"N";"1001387233"
"1001414966";"MAS";"TRAVA";"S";"N";"1001414966"
"1001442544";"MAS";"TRAVA";"S";"N";"1001442544"
"1001444300";"MAS";"TRAVA";"N";"S";"1001444300"
"1001454933";"MAS";"TRAVA";"S";"N";"1001454933"
"1001472532";"MAS";"TRAVA";"S";"N";"1001472532"
"1001474861";"AME";"TRAVA";"S";"N";"1001474861"
"1001514839";"MAS";"TRAVA";"S";"N";"1001514839"
"1001525768";"MAS";"TRAVA";"N";"S";"1001525768"
"1001525768";"VIS";"TRAVA";"N";"S";"1001525768"
"1001530800";"MAS";"TRAVA";"S";"N";"1001530800"
"1001537057";"MAS";"TRAVA";"S";"N";"1001537057"
"1001537090";"MAS";"TRAVA";"S";"N";"1001537090"
"1001545530";"MAS";"TRAVA";"S";"N";"1001545530"
"1001548245";"AME";"TRAVA";"S";"N";"1001548245"
"1001557120";"AME";"TRAVA";"S";"N";"1001557120"
"1001566154";"DIN";"TRAVA";"S";"N";"1001566154"
"1001572847";"MAS";"TRAVA";"S";"N";"1001572847"
"1001587690";"AME";"TRAVA";"S";"N";"1001587690"
"1001605613";"DIN";"TRAVA";"S";"N";"1001605613"
"1001616917";"VIS";"TRAVA";"N";"S";"1001616917"
"1001617565";"MAS";"TRAVA";"S";"N";"1001617565"
"1001617654";"MAS";"TRAVA";"S";"N";"1001617654"
"1001617794";"MAS";"TRAVA";"S";"N";"1001617794"
"1001618758";"AME";"TRAVA";"S";"N";"1001618758"
"1001629385";"MAS";"TRAVA";"N";"S";"1001629385"
"1001637213";"MAS";"TRAVA";"S";"N";"1001637213"
"1001651569";"VIS";"TRAVA";"N";"S";"1001651569"
"1001663605";"VIS";"TRAVA";"N";"S";"1001663605"
"1001674836";"MAS";"TRAVA";"S";"N";"1001674836"
"1001690785";"MAS";"TRAVA";"N";"S";"1001690785"
"1001700330";"MAS";"TRAVA";"N";"S";"1001700330"
"1001700330";"VIS";"TRAVA";"N";"S";"1001700330"
"1001722245";"MAS";"TRAVA";"S";"N";"1001722245"
"1001771033";"MAS";"TRAVA";"N";"S";"1001771033"
"1001774857";"MAS";"TRAVA";"N";"S";"1001774857"
"1001828108";"MAS";"TRAVA";"S";"N";"1001828108"
"1001828108";"VIS";"TRAVA";"S";"N";"1001828108"
"1001829740";"MAS";"TRAVA";"N";"S";"1001829740"
"1001829740";"VIS";"TRAVA";"N";"S";"1001829740"
"1001852246";"MAS";"TRAVA";"S";"N";"1001852246"
"1001854397";"MAS";"TRAVA";"S";"N";"1001854397"
"1001889778";"MAS";"TRAVA";"N";"S";"1001889778"
"1001905927";"MAS";"TRAVA";"S";"N";"1001905927"
"1001913040";"MAS";"TRAVA";"N";"S";"1001913040"
"1001934692";"MAS";"TRAVA";"S";"N";"1001934692"
"1001957129";"MAS";"TRAVA";"N";"S";"1001957129"
"1001957129";"VIS";"TRAVA";"N";"S";"1001957129"
"1001962017";"MAS";"TRAVA";"N";"S";"1001962017"
"1001962017";"VIS";"TRAVA";"N";"S";"1001962017"
"1001965695";"DIN";"TRAVA";"S";"N";"1001965695"
"1001978100";"MAS";"TRAVA";"N";"S";"1001978100"
"1001982328";"MAS";"TRAVA";"N";"S";"1001982328"
"1001982328";"VIS";"TRAVA";"N";"S";"1001982328"
"1001988857";"MAS";"TRAVA";"S";"N";"1001988857"
"1001988857";"VIS";"TRAVA";"S";"N";"1001988857"
"1001995683";"DIN";"TRAVA";"S";"N";"1001995683"
"1001997643";"MAS";"TRAVA";"N";"S";"1001997643"
"1001997643";"VIS";"TRAVA";"N";"S";"1001997643"
"1001997821";"MAS";"TRAVA";"S";"N";"1001997821"
"1001999654";"MAS";"TRAVA";"S";"N";"1001999654"
"1002007930";"MAS";"TRAVA";"S";"N";"1002007930"
"1002021070";"MAS";"TRAVA";"N";"S";"1002021070"
"1002021070";"VIS";"TRAVA";"N";"S";"1002021070"
"1002029519";"MAS";"TRAVA";"S";"N";"1002029519"
"1002050380";"MAS";"TRAVA";"S";"N";"1002050380"
"1002067356";"MAS";"TRAVA";"N";"S";"1002067356"
"1002073569";"MAS";"TRAVA";"S";"N";"1002073569"
"1002075197";"DIN";"TRAVA";"S";"N";"1002075197"
"1002080905";"MAS";"TRAVA";"S";"N";"1002080905"
"1002093438";"AME";"TRAVA";"S";"N";"1002093438"
"1002101783";"DIN";"TRAVA";"S";"N";"1002101783"
"1002117728";"VIS";"TRAVA";"S";"N";"1002117728"
"1002120907";"VIS";"TRAVA";"S";"N";"1002120907"
"1002143559";"VIS";"TRAVA";"N";"S";"1002143559"
"1002153155";"MAS";"TRAVA";"S";"N";"1002153155"
"1002173865";"MAS";"TRAVA";"S";"N";"1002173865"
"1002177968";"MAS";"TRAVA";"S";"N";"1002177968"
"1002180098";"MAS";"TRAVA";"S";"N";"1002180098"
"1002206364";"MAS";"TRAVA";"N";"S";"1002206364"
"1002206364";"VIS";"TRAVA";"N";"S";"1002206364"
"1002216475";"MAS";"TRAVA";"N";"S";"1002216475"
"1002216475";"VIS";"TRAVA";"N";"S";"1002216475"
"1002219792";"MAS";"TRAVA";"S";"N";"1002219792"
"1002229623";"MAS";"TRAVA";"S";"N";"1002229623"
"1002230605";"MAS";"TRAVA";"S";"N";"1002230605"
"1002230605";"VIS";"TRAVA";"S";"N";"1002230605"
"1002240767";"AME";"TRAVA";"S";"N";"1002240767"
"1002248814";"MAS";"TRAVA";"N";"S";"1002248814"
"1002269820";"VIS";"TRAVA";"N";"S";"1002269820"
"1002277857";"MAS";"TRAVA";"S";"N";"1002277857"
"1002289707";"MAS";"TRAVA";"N";"S";"1002289707"
"1002290683";"MAS";"TRAVA";"N";"S";"1002290683"
"1002295189";"MAS";"TRAVA";"S";"N";"1002295189"
"1002295189";"VIS";"TRAVA";"S";"N";"1002295189"
"1002295863";"VIS";"TRAVA";"S";"N";"1002295863"
"1002303351";"DIN";"TRAVA";"S";"N";"70148791"
"1002320728";"DIN";"TRAVA";"S";"N";"1002320728"
"1002325630";"MAS";"TRAVA";"S";"N";"1002325630"
"1002333790";"MAS";"TRAVA";"N";"S";"1002333790"
"1002368682";"MAS";"TRAVA";"N";"S";"1002368682"
"1002382090";"MAS";"TRAVA";"S";"N";"1002382090"
"1002382960";"MAS";"TRAVA";"N";"S";"1002382960"
"1002387687";"AME";"TRAVA";"S";"N";"1002387687"
"1002393610";"DIN";"TRAVA";"S";"N";"1002393610"
"1002394942";"DIN";"TRAVA";"S";"N";"1002394942"
"1002402724";"MAS";"TRAVA";"S";"N";"1002402724"
"1002409354";"MAS";"TRAVA";"S";"N";"1002409354"
"1002409354";"VIS";"TRAVA";"S";"N";"1002409354"
"1002416431";"MAS";"TRAVA";"N";"S";"1002416431"
"1002421290";"VIS";"TRAVA";"S";"N";"1002421290"
"1002422903";"DIN";"TRAVA";"S";"N";"1002422903"
"1002422903";"MAS";"TRAVA";"S";"N";"1002422903"
"1002425430";"MAS";"TRAVA";"S";"N";"1002425430"
"1002440871";"MAS";"TRAVA";"N";"S";"1002440871"
"1002462646";"MAS";"TRAVA";"S";"N";"1002462646"
"1002470193";"DIN";"TRAVA";"S";"N";"1002470193"
"1002495110";"MAS";"TRAVA";"N";"S";"1002495110"
"1002497113";"VIS";"TRAVA";"S";"N";"1002497113"
"1002501269";"VIS";"TRAVA";"S";"N";"1002501269"
"1002503644";"MAS";"TRAVA";"S";"N";"1002503644"
"1002508247";"MAS";"TRAVA";"S";"N";"1002508247"
"1002510403";"VIS";"TRAVA";"N";"S";"1002510403"
"1002514557";"MAS";"TRAVA";"S";"N";"1002514557"
"1002533063";"MAS";"TRAVA";"S";"N";"1002533063"
"1002533063";"VIS";"TRAVA";"S";"N";"1002533063"
"1002554257";"MAS";"TRAVA";"S";"N";"1002554257"
"1002575424";"MAS";"TRAVA";"S";"N";"1002575424"
"1002583478";"MAS";"TRAVA";"N";"S";"1002583478"
"1002588127";"MAS";"TRAVA";"S";"N";"1002588127"
"1002595905";"MAS";"TRAVA";"S";"N";"1002595905"
"1002597754";"MAS";"TRAVA";"S";"N";"1002597754"
"1002600771";"MAS";"TRAVA";"N";"S";"1002600771"
"1002618085";"MAS";"TRAVA";"N";"S";"1002618085"
"1002627513";"MAS";"TRAVA";"S";"N";"1002627513"
"1002632398";"MAS";"TRAVA";"S";"N";"1002632398"
"1002683707";"AME";"TRAVA";"S";"N";"1002683707"
"1002703287";"MAS";"TRAVA";"N";"S";"1002703287"
"1002705603";"AME";"TRAVA";"S";"N";"1002705603"
"1002707681";"MAS";"TRAVA";"S";"N";"1002707681"
"1002710992";"MAS";"TRAVA";"N";"S";"1002710992"
"1002752830";"VIS";"TRAVA";"N";"S";"1002752830"
"1002786450";"VIS";"TRAVA";"S";"N";"1002786450"
"1002813910";"MAS";"TRAVA";"S";"N";"1002813910"
"1002823029";"DIN";"TRAVA";"S";"N";"1002823029"
"1002831617";"MAS";"TRAVA";"N";"S";"1002831617"
"1002849010";"AME";"TRAVA";"S";"N";"1002849010"
"1002853645";"MAS";"TRAVA";"S";"N";"1002853645"
"1002861117";"DIN";"TRAVA";"S";"N";"1002861117"
"1002866003";"VIS";"TRAVA";"S";"N";"1002866003"
"1002872194";"VIS";"TRAVA";"N";"S";"1002872194"
"1002876211";"VIS";"TRAVA";"N";"S";"1002876211"
"1002881401";"MAS";"TRAVA";"S";"N";"1002881401"
"1002902034";"MAS";"TRAVA";"N";"S";"1002902034"
"1002902034";"VIS";"TRAVA";"N";"S";"1002902034"
"1002908415";"MAS";"TRAVA";"S";"N";"1002908415"
"1002908415";"VIS";"TRAVA";"S";"N";"1002908415"
"1002910649";"AME";"TRAVA";"S";"N";"1002910649"
"1002913362";"MAS";"TRAVA";"S";"N";"1002913362"
"1002920199";"VIS";"TRAVA";"S";"N";"1002920199"
"1002931050";"MAS";"TRAVA";"N";"S";"1002931050"
"1002931050";"VIS";"TRAVA";"N";"S";"1002931050"
"1002933142";"VIS";"TRAVA";"S";"N";"1002933142"
"1002940254";"MAS";"TRAVA";"S";"N";"1002940254"
"1002944004";"MAS";"TRAVA";"S";"N";"1002944004"
"1002945329";"MAS";"TRAVA";"N";"S";"1002945329"
"1002945868";"MAS";"TRAVA";"S";"N";"1002945868"
"1002955588";"MAS";"TRAVA";"S";"N";"1002955588"
"1002956002";"MAS";"TRAVA";"S";"N";"1002956002"
"1002961189";"MAS";"TRAVA";"S";"N";"1002961189"
"1002961189";"VIS";"TRAVA";"S";"N";"1002961189"
"1002967950";"AME";"TRAVA";"S";"N";"1002967950"
"1002982399";"VIS";"TRAVA";"N";"S";"1002982399"
"1003003858";"VIS";"TRAVA";"S";"N";"1003003858"
"1003018286";"MAS";"TRAVA";"S";"N";"1003018286"
"1003026653";"MAS";"TRAVA";"N";"S";"1003026653"
"1003026653";"VIS";"TRAVA";"N";"S";"1003026653"
"1003041377";"MAS";"TRAVA";"S";"N";"1003041377"
"1003061386";"MAS";"TRAVA";"S";"N";"1003061386"
"1003065268";"MAS";"TRAVA";"S";"N";"1003065268"
"1003073767";"MAS";"TRAVA";"S";"N";"1003073767"
"1003084300";"MAS";"TRAVA";"S";"N";"1003084300"
"1003084904";"MAS";"TRAVA";"N";"S";"1003084904"
"1003084904";"VIS";"TRAVA";"N";"S";"1003084904"
"1003092575";"MAS";"TRAVA";"S";"N";"1003092575"
"1003093962";"MAS";"TRAVA";"S";"N";"1003093962"
"1003101795";"MAS";"TRAVA";"S";"N";"1003101795"
"1003128677";"MAS";"TRAVA";"N";"S";"1003128677"
"1003153680";"DIN";"TRAVA";"S";"N";"1003153680"
"1003154023";"MAS";"TRAVA";"S";"N";"1003154023"
"1003163146";"MAS";"TRAVA";"S";"N";"1003163146"
"1003163146";"VIS";"TRAVA";"S";"N";"1003163146"
"1003170681";"MAS";"TRAVA";"S";"N";"1003170681"
"1003176736";"DIN";"TRAVA";"S";"N";"1003176736"
"1003187207";"MAS";"TRAVA";"S";"N";"1003187207"
"1003187207";"VIS";"TRAVA";"S";"N";"1003187207"
"1003188530";"MAS";"TRAVA";"N";"S";"1003188530"
"1003189064";"AME";"TRAVA";"S";"N";"1003189064"
"1003193398";"MAS";"TRAVA";"S";"N";"1003193398"
"1003193738";"MAS";"TRAVA";"S";"N";"1003193738"
"1003193738";"VIS";"TRAVA";"S";"N";"1003193738"
"1003201226";"MAS";"TRAVA";"S";"N";"1003201226"
"1003220999";"MAS";"TRAVA";"S";"N";"1003220999"
"1003242771";"MAS";"TRAVA";"N";"S";"1003242771"
"1003242771";"VIS";"TRAVA";"N";"S";"1003242771"
"1003272085";"MAS";"TRAVA";"S";"N";"1003272085"
"1003294526";"VIS";"TRAVA";"S";"N";"1003294526"
"1003296618";"AME";"TRAVA";"S";"N";"1003296618"
"1003308667";"MAS";"TRAVA";"N";"S";"1003308667"
"1003326240";"MAS";"TRAVA";"N";"S";"1003326240"
"1003334315";"MAS";"TRAVA";"S";"N";"1003334315"
"1003335591";"MAS";"TRAVA";"S";"N";"1003335591"
"1003345880";"MAS";"TRAVA";"N";"S";"1003345880"
"1003360936";"MAS";"TRAVA";"S";"N";"1003360936"
"1003387630";"MAS";"TRAVA";"S";"N";"1003387630"
"1003390827";"MAS";"TRAVA";"S";"N";"1003390827"
"1003415102";"MAS";"TRAVA";"S";"N";"1003415102"
"1003415684";"MAS";"TRAVA";"S";"N";"1003415684"
"1003441049";"MAS";"TRAVA";"S";"N";"1003441049"
"1003441332";"MAS";"TRAVA";"N";"S";"1003441332"
"1003441332";"VIS";"TRAVA";"N";"S";"1003441332"
"1003445460";"MAS";"TRAVA";"N";"S";"1003445460"
"1003450250";"VIS";"TRAVA";"N";"S";"1003450250"
"1003455520";"MAS";"TRAVA";"S";"N";"1003455520"
"1003455520";"VIS";"TRAVA";"S";"N";"1003455520"
"1003455589";"MAS";"TRAVA";"S";"N";"1003455589"
"1003461708";"MAS";"TRAVA";"N";"S";"1003461708"
"1003461708";"VIS";"TRAVA";"N";"S";"1003461708"
"1003464006";"MAS";"TRAVA";"N";"S";"1003464006"
"1003480648";"MAS";"TRAVA";"S";"N";"1003480648"
"1003517355";"MAS";"TRAVA";"S";"N";"1003517355"
"1003518599";"MAS";"TRAVA";"S";"N";"1003518599"
"1003539847";"MAS";"TRAVA";"S";"N";"1003539847"
"1003558841";"MAS";"TRAVA";"N";"S";"1003558841"
"1003562946";"MAS";"TRAVA";"N";"S";"1003562946"
"1003562946";"VIS";"TRAVA";"N";"S";"1003562946"
"1003582408";"MAS";"TRAVA";"S";"N";"1003582408"
"1003589992";"AME";"TRAVA";"S";"N";"1003589992"
"1003601062";"MAS";"TRAVA";"S";"N";"1003601062"
"1003603855";"AME";"TRAVA";"S";"N";"1003603855"
"1003609780";"MAS";"TRAVA";"S";"N";"1003609780"
"1003609780";"VIS";"TRAVA";"S";"N";"1003609780"
"1003612366";"VIS";"TRAVA";"S";"N";"1003612366"
"1003621586";"AME";"TRAVA";"S";"N";"1003621586"
"1003657386";"MAS";"TRAVA";"S";"N";"1003657386"
"1003659397";"VIS";"TRAVA";"N";"S";"1003659397"
"1003662592";"MAS";"TRAVA";"S";"N";"1003662592"
"1003676658";"MAS";"TRAVA";"S";"N";"1003676658"
"1003680221";"VIS";"TRAVA";"N";"S";"1003680221"
"1003680809";"MAS";"TRAVA";"S";"N";"1003680809"
"1003697256";"MAS";"TRAVA";"S";"N";"1003697256"
"1003710589";"MAS";"TRAVA";"S";"N";"1003710589"
"1003712905";"AME";"TRAVA";"S";"N";"1003712905"
"1003724644";"VIS";"TRAVA";"N";"S";"1003724644"
"1003744220";"MAS";"TRAVA";"N";"S";"1003744220"
"1003744220";"VIS";"TRAVA";"N";"S";"1003744220"
"1003746656";"MAS";"TRAVA";"S";"N";"1003746656"
"1003761868";"MAS";"TRAVA";"S";"N";"1003761868"
"1003778990";"MAS";"TRAVA";"S";"N";"1003778990"
"1003799652";"MAS";"TRAVA";"S";"N";"1003799652"
"1003812420";"AME";"TRAVA";"S";"N";"1003812420"
"1003817600";"AME";"TRAVA";"S";"N";"1003817600"
"1003819203";"DIN";"TRAVA";"S";"N";"1003819203"
"1003819475";"MAS";"TRAVA";"S";"N";"1003819475"
"1003827389";"MAS";"TRAVA";"S";"N";"1003827389"
"1003835969";"MAS";"TRAVA";"N";"S";"1003835969"
"1003849854";"DIN";"TRAVA";"S";"N";"1003849854"
"1003851964";"MAS";"TRAVA";"S";"N";"1003851964"
"1003865760";"MAS";"TRAVA";"S";"N";"1003865760"
"1003881855";"MAS";"TRAVA";"S";"N";"1003881855"
"1003888876";"MAS";"TRAVA";"S";"N";"1003888876"
"1003900507";"MAS";"TRAVA";"S";"N";"1003900507"
"1003905061";"MAS";"TRAVA";"S";"N";"1003905061"
"1003915270";"MAS";"TRAVA";"N";"S";"1003915270"
"1003920591";"MAS";"TRAVA";"N";"S";"1003920591"
"1003920591";"VIS";"TRAVA";"N";"S";"1003920591"
"1003927715";"MAS";"TRAVA";"N";"S";"1003927715"
"1003935165";"MAS";"TRAVA";"N";"S";"1003935165"
"1003935165";"VIS";"TRAVA";"N";"S";"1003935165"
"1003936749";"MAS";"TRAVA";"S";"N";"1003936749"
"1003941190";"VIS";"TRAVA";"N";"S";"1003941190"
"1003947201";"MAS";"TRAVA";"N";"S";"1003947201"
"1003970955";"VIS";"TRAVA";"S";"N";"1003970955"
"1003982392";"MAS";"TRAVA";"N";"S";"1003982392"
"1003982392";"VIS";"TRAVA";"N";"S";"1003982392"
"1003988900";"MAS";"TRAVA";"S";"N";"1003988900"
"1004002332";"MAS";"TRAVA";"S";"N";"1004002332"
"1004015949";"MAS";"TRAVA";"N";"S";"1004015949"
"1004015949";"VIS";"TRAVA";"N";"S";"1004015949"
"1004019766";"MAS";"TRAVA";"S";"N";"1004019766"
"1004044353";"AME";"TRAVA";"S";"N";"1004044353"
"1004047271";"MAS";"TRAVA";"N";"S";"1004047271"
"1004047271";"VIS";"TRAVA";"N";"S";"1004047271"
"1004067310";"MAS";"TRAVA";"N";"S";"1004067310"
"1004067370";"MAS";"TRAVA";"N";"S";"1004067370"
"1004067370";"VIS";"TRAVA";"N";"S";"1004067370"
"1004068724";"MAS";"TRAVA";"N";"S";"1004068724"
"1004068724";"VIS";"TRAVA";"N";"S";"1004068724"
"1004073299";"VIS";"TRAVA";"N";"S";"1004073299"
"1004074589";"MAS";"TRAVA";"S";"N";"1004074589"
"1004109790";"VIS";"TRAVA";"N";"S";"1004109790"
"1004112260";"VIS";"TRAVA";"S";"N";"1004112260"
"1004118233";"MAS";"TRAVA";"S";"N";"1004118233"
"1004120343";"MAS";"TRAVA";"N";"S";"1004120343"
"1004120874";"MAS";"TRAVA";"N";"S";"1004120874"
